sign	grp	nr	ref	name	comment	author	date	x
Ca-BAR	Ca	980		Barbieri, Giuseppe	(1777-1838)	fr	1985.12.17	
Ca-BAR	Ca	1110		Barbieri, Vittorio		fr	1993.01.28	
Ca-BAR	Ca	1125		Barbini, Antonio		fr	1985.12.13	
Ca-BAR	Ca	1320		Bardellini, Pietro		fr	1990.09.20	
Ca-BAR	Ca	1330		Bardi, Antonio di Giovanni Minelli de'		nk	1988.11.10	
Ca-BAR	Ca	1370		Bardi, Donato de'		nk	1988.10.04	
Ca-BAR	Ca	1390		Bardi, Giovanni d'Antonio Minelli de'		fr	1992.12.04	
Ca-BAR	Ca	1600		Bargigli, Paolo		fr	1986.11.05	
Ca-BAR	Ca	1630		Barigioni, Filippo		ni	1988.04.29	
Ca-BAR	Ca	1650		Barile, Antonio	di Neri Antonio	nk	1986.01.10	
Ca-BAR	Ca	1705		Barilli, Giovanni Battista		nk	1988.10.06	
Ca-BAR	Ca	1720		Barilotto, Pietro		me	1987.08.01	
Ca-BAR	Ca	1750		Barisanus da Trani		me	1985.02.07	
Ca-BAR	Ca	1805		Barletta, Angiolo Raffaele		fr	1989.10.18	
Ca-BAR	Ca	1810		Barna da Siena		me	1984.11.29	
Ca-BAR	Ca	1850		Barnaba da Modena		me	1984.11.29	
Ca-BAR	Ca	1880		Barocci, Federico		me	1984.11.29	
Ca-BAR	Ca	1940		Baroncelli, Giovanni Francesco	1643-1694	fr	1993.10.15	
Ca-BAR	Ca	2040		Baroni, Carlo		nk	1989.05.10	
Ca-BAR	Ca	2130		Baroni, Giuseppe	Hier auch die Tochter Elena (nach anderen Quellen auch Angelique/Angela genannt).	fr	1992.03.19	
Ca-BAR	Ca	2190		Baroni di Cavalcabo, Gaspare Antonio	Baroni di Cavalcabò, Gaspar Antonio	me	1984.11.29	
Ca-BAR	Ca	2200		Baronino, Bartolomeo		me	1984.11.29	
Ca-BAR	Ca	2210		Baronzio, Giovanni		me	1984.11.29	
Ca-BAR	Ca	2258		Barovieri	Glaskuenstlerfamilie	nk	1990.05.07	
Ca-BAR	Ca	2260		Barovieri, Angelo		me	1984.11.29	
Ca-BAR	Ca	2380		Barabbino, Simone	ca. 1585-1629	fr	1986.02.12	
Ca-BAR	Ca	2425		Barroto, Giuseppe		nk	1985.07.10	
Ca-BAR	Ca	2445		Bartalucci, Giovanni	1732-1802	fr	1993.10.13	
Ca-BAR	Ca	2530		Bartholomeus, Meister	Bildhauer v. Udine	fr	1991.04.24	
Ca-BAR	Ca	2635		Bartolelli, Giovanni Peruzzo Dossa de'	Medaglista	fr	1992.09.29	
Ca-BAR	Ca	2643		Bartolena, Giovanni		me	1984.11.29	
Ca-BAR	Ca	2670		Bartoli, Francesco	Stecher und Händler	nk	1992.07.07	
Ca-BAR	Ca	2730		Bartoli, Pietro Santo		me	1984.11.29	
Ca-BAR	Ca	2780		Bartolini, Lorenzo		me	1984.11.29	
Ca-BAR	Ca	2820		Bartolino da Novara		gw	1986.07.07	
Ca-BAR	Ca	2910		Bartolo di Fredi		me	1984.11.29	
Ca-BAR	Ca	2916		Bartolo, Gesualdo di	Bildhauer aus Caltagirone	gw	1986.02.14	
Ca-BAR	Ca	3080		Bartolomeo <della Porta>	d. i. Fra Bartolommeo 1472-1517	me	1984.11.30	
Ca-BAR	Ca	3300		Bartolomeo Bolgarini		nk	1987.04.07	
Ca-BAR	Ca	3380		Bartolomeo da Camogli		me	1984.11.29	
Ca-BAR	Ca	3510		Bartolommeo di David		gw	1990.11.13	
Ca-BAR	Ca	3520		Bartolommeo, Dionisio di		me	1984.11.29	
Ca-BAR	Ca	3540		Bartolomeo di Domenico da Verona	(auch da Padova)	fr	1988.01.12	
Ca-BAR	Ca	3740		Bartolomeo di Maestro Gentile		fr	1986.10.09	
Ca-BAR	Ca	3800		Bartolommeo di Giovanni	Wirkunsdaten 1488-1501	nk	1989.02.08	
Ca-BAR	Ca	4325		Bartolomeo Sanvito	Calligrafo e miniatore padovano, sec. 15.	fr	1990.12.17	
Ca-BAR	Ca	4329	v	Bartolomeo da San Vito	siehe Giovanni Pietro da San Vito	nk	1989.02.16	
Ca-BAR	Ca	4400		Bartolomeo di Tommaso da Foligno		fr	1986.02.04	
Ca-BAR	Ca	4410		Bartolommeo di Tomme	(di Tommaso di Ser Giannino)	fr	1988.05.17	
Ca-BAR	Ca	4460		Bartolomeo Veneto		me	1984.11.29	
Ca-BAR	Ca	4530		Bartolozzi, Francesco		me	1984.11.29	
Ca-BAR	Ca	4570		Bartolucci, Giuseppe		fr	1986.11.04	
Ca-BAR	Ca	4685		Baruta, Abbondio		nk	1989.10.31	
Ca-BAR	Ca	4690		Baruzzi, Cincinnato		nk	1989.10.30	
Ca-BAS	Ca	20		Basaiti, Marco		me	1984.11.29	
Ca-BAS	Ca	30		Baschenis	Familie	me	1984.11.29	
Ca-BAS	Ca	70		Baschenis, Cristoforo d.Ae.		gw	1987.10.13	
Ca-BAS	Ca	90		Baschenis, Evaristo		me	1984.11.29	
Ca-BAS	Ca	115		Baschenis, Lanfranco		gw	1987.10.13	
Ca-BAS	Ca	250		Basile, Ernesto		me	1984.11.29	
Ca-BAS	Ca	280		Basile, Giovanni Battista Filippo		me	1984.11.29	
Ca-BAS	Ca	345		Basilio, Manfredino	auch: Manfredino da Castelnuovo	fr	1990.02.07	
Ca-BAS	Ca	380		Basoli, Antonio		me	1984.11.29	
Ca-BAS	Ca	408		Bassanello	von R. Longhi eingefuehrter Notname. Kuenstler evtl. identisch mit d. Feltriner Maler Pietro Marascalchi.	nk	1985.10.09	
Ca-BAS	Ca	410		Bassano	Familie	me	1984.11.29	
Ca-BAS	Ca	420		Bassano, Francesco da Ponte	il Vecchio	fr	1994.03.25	
Ca-BAS	Ca	430		Bassano, Francesco	d. J.	nk	1994.02.04	
Ca-BAS	Ca	450		Bassano, Giacomo	Jacopo Bassano da Ponte	me	1984.11.29	
Ca-BAS	Ca	470		Bassano, Leandro		me	1984.11.29	
Ca-BAS	Ca	490		Bassano, Annibale Maggi da		me	1984.11.29	
Ca-BAS	Ca	514		Bassante, Bartolomeo		gw	1989.06.21	
Ca-BAS	Ca	525		Bassi, Angelo		fr	1985.07.02	
Ca-BAS	Ca	620		Bassi, Giambattista		me	1984.11.29	
Ca-BAS	Ca	640		Bassi, Martino		fr	1985.10.31	
Ca-BAS	Ca	724		Basso, Bernardino		nk	1990.03.21	
Ca-BAS	Ca	830		Bastiani, Giuseppe	Maler in Macerata, um 1600	fr	1993.02.19	
Ca-BAS	Ca	860		Bastiani, Lazzaro		nk	1986.09.26	
Ca-BAS	Ca	930		Bastianini, Giovanni		me	1984.11.29	
Ca-BAS	Ca	933	v	Bastianino	siehe Sebastiano Filippi	nk	1985.09.18	
Ca-BAT	Ca	10		Bate, Giacomo		nk	1989.10.31	
Ca-BAT	Ca	30		Batoni, Pompeo		me	1984.11.29	
Ca-BAT	Ca	80		Battagio, Giovanni di Domenico		gw	1989.09.13	
Ca-BAT	Ca	85		Battaglia, Bruno	besuchte in Neapel im 19. Jh. die Bildhauerklasse der Akademie.	nk	1986.01.22	
Ca-BAT	Ca	125		Battaglia, Francesco		fr	1990.05.31	
Ca-BAT	Ca	127		Battaglia, Gaetano		ni	1993.11.22	
Ca-BAT	Ca	150		Battaglioli, Francesco		nk	1986.10.13	
Ca-BAT	Ca	185		Battig, Giuseppe		fr	1990.12.20	
Ca-BAT	Ca	570		Battista, Michele		me	1984.11.29	
Ca-BAT	Ca	790		Battisti, Giovanni Antonio	18. Jh.	fr	1988.12.15	
Ca-BAT	Ca	820		Battistini, Leopoldo		nk	1989.01.20	
Ca-BAU	Ca	10		Baudo, Luca		nk	1990.05.24	
Ca-BAZ	Ca	90		Bazzani, Giuseppe		me	1984.11.29	
Ca-BAZ	Ca	120		Bazzaro, Ernesto		gw	1987.10.29	
Ca-BAZ	Ca	130		Bazzaro, Leonardo		me	1984.11.29	
Ca-BEA	Ca	7584		Beato, Pietro		gw	1991.09.30	
Ca-BEA	Ca	8008		Beaumont, Claudio Francesco		gw	1987.11.17	
Zo-BEC	Zo	905		Beccadelli, Antonio		me	1984.11.29	
Ca-BEC	Ca	20		Beccafumi, Domenico	1486-1551	me	1984.11.29	
Ca-BEC	Ca	36		Beccaluva, Alfonso		gw	1987.02.16	
Ca-BEC	Ca	120		Becchi, Andrea		me	1984.11.29	
Ca-BEC	Ca	2966		Becheroni, Enea		gw	1988.09.30	
Ca-BEC	Ca	3026		Bechi, Guglielmo		fr	1994.02.11	
Ca-BED	Ca	10		Beda, Francesco		fr	1989.11.21	
Ca-BED	Ca	40		Bedeschini, Francesco		fr	1988.05.16	
Ca-BED	Ca	8248		Beduzzi, Antonio Maria Nicolao		gw	1985.07.12	
Ca-BEG	Ca	20		Begarelli, Antonio		me	1984.11.29	
Ca-BEI	Ca	20		Beinaschi, Giovanni Battista		ni	1988.05.06	
Ca-BEL	Ca	40		Belbello, Giovanni		fr	1987.05.06	
Ca-BEL	Ca	50		Belbello, Luchino		me	1984.11.29	
Ca-BEL	Ca	770		Bellini, Giovanni	mehrere LZ !	nj	1985.01.16	
Ca-BEL	Ca	110		Belgioioso, Carlo		me	1984.11.29	
Ca-BEL	Ca	200		Bella, Gabriele		me	1984.11.29	
Ca-BEL	Ca	230		Bella, Luigi della		fr	1988.06.24	
Ca-BEL	Ca	270		Bella, Stefano della		me	1984.11.29	
Ca-BEL	Ca	330		Bellano, Bartolommeo		nk	1986.03.19	
Ca-BEL	Ca	340		Bellanti, Giacomo		fr	1992.10.20	
Ca-BEL	Ca	400		Bellavite, Giovanni		nk	1990.02.15	
Ca-BEL	Ca	410		Bellavite, Innocente		fr	1988.12.21	
Ca-BEL	Ca	495		Belli	Famiglia di campanari viterbesi	fr	1986.05.09	
Ca-BEL	Ca	620		Belli, Onorio		nk	1985.06.25	
Ca-BEL	Ca	630		Belli, Pasquale		me	1984.11.29	
Ca-BEL	Ca	650		Belli, Valerio		me	1984.11.29	
Ca-BEL	Ca	740		Bellini	Familie	me	1984.11.29	
Ca-BEL	Ca	750		Bellini, Jacopo		nk	1985.11.25	
Ca-BEL	Ca	760		Bellini, Gentile		me	1984.11.29	
Ca-BEL	Ca	840		Bellini, Filippo		nk	1994.05.13	
Ca-BEL	Ca	881		Bellini, Giovanni di Nicolo	Presente a Ferrara negli anni 1436-60	fr	1993.01.29	
Ca-BEL	Ca	883		Bellini, Giovanni Pietro	erwaehnt 1470	fr	1993.01.29	
Ca-BEL	Ca	885		Bellini, Leonardo		nk	1990.05.07	
Ca-BEL	Ca	900		Belliniano, Vittore		gw	1991.11.19	
Ca-BEL	Ca	920		Bellis, Antonio de		nk	1992.07.07	
Ca-BEL	Ca	935		Bellizzi, Gaetano		nk	1986.06.13	
Ca-BEL	Ca	960		Bello, Marco		gw	1990.05.14	
Ca-BEL	Ca	1040		Belloni, Francesco		fr	1993.11.30	
Ca-BEL	Ca	1060		Belloni, Giorgio		me	1984.11.29	
Ca-BEL	Ca	1105		Belloro, Giovanni Tommaso		fr	1987.01.13	
Ca-BEL	Ca	1130		Bellotti, Biagio		nk	1985.03.13	
Ca-BEL	Ca	1200		Bellucci, Antonio		nk	1990.05.07	
Ca-BEL	Ca	1220		Bellucci, Giovanni Battista		me	1984.11.29	
Ca-BEL	Ca	1240		Bellunello, Andrea		me	1984.11.29	
Ca-BEL	Ca	1320		Beltrami, Giovanni	Maler. Nicht zu verwechseln mit dem gleichnamigen Steinschneider	nk	1991.01.10	
Ca-BEL	Ca	1330		Beltrami, Giovanni	Steinschneider. Nicht zu verwechseln mit dem gleichnamigen Maler!	nk	1991.01.10	
Ca-BEL	Ca	1380		Beltrami, Luca		me	1984.11.29	
Ca-BEL	Ca	1470		Beltrani, Nascimbene		me	1984.11.29	
Ca-BEL	Ca	1480		Beltrano, Agostino	gen. Agostiniello	fr	1987.10.07	
Ca-BEL	Ca	1500		Belvedere, Andrea		me	1984.11.29	
Ca-BEM	Ca	28		Bembo	Familie	me	1984.11.29	
Ca-BEM	Ca	30		Bembo, Bonifacio		me	1984.11.29	
Ca-BEM	Ca	60		Bembo, Gian Francesco		nk	1987.05.12	
Ca-BEN	Ca	60		Benaglia, Paolo		nk	1988.10.28	
Ca-BEN	Ca	110		Benardelli, Giambattista		nk	1988.04.28	
Ca-BEN	Ca	120		Benassai, Giuseppe		nk	1985.04.22	
Ca-BEN	Ca	160		Benato, Elisabetta		fr	1987.11.11	
Ca-BEN	Ca	244		Bencivenga	Fam. di intagliatori e scultori della terra di Raiano	fr	1991.12.16	
Ca-BEN	Ca	260		Bencivenni, Antonio		nk	1992.03.20	
Ca-BEN	Ca	295		Bencivinni, Pietro		me	1984.11.29	
Ca-BEN	Ca	300		Bencovich, Federico		me	1984.11.29	
Ca-BEN	Ca	325		Bendino, Bartolomeo		fr	1991.12.17	
Ca-BEN	Ca	398		Benedetti	Familie	me	1984.11.29	
Ca-BEN	Ca	400		Benedetti, Cristoforo		gw	1987.11.13	
Ca-BEN	Ca	620		Benedetto di Biondo Zoppo	Benedetto da Siena	ni	1988.04.28	
Ca-BEN	Ca	635		Benedetto da Briosco		nk	1991.01.16	
Ca-BEN	Ca	660		Benedetto da Faenza		fr	1987.12.02	
Ca-BEN	Ca	730		Benedetto da Maiano		me	1984.11.29	
Ca-BEN	Ca	780		Benedetto da Milano		fr	1991.09.25	
Ca-BEN	Ca	810		Benedetto Pavese		fr	1991.07.02	
Ca-BEN	Ca	890		Benedetto da Rovezzano		me	1985.02.08	
Ca-BEN	Ca	1010		Benefial, Marco		me	1984.11.29	
Ca-BEN	Ca	1080		Benfatto, Luigi		ni	1987.09.22	
Ca-BEN	Ca	1130		Benincampi, Teresa		ni	1988.05.06	
Ca-BEN	Ca	1320		Benoni, Giuseppe		me	1984.11.29	
Ca-BEN	Ca	1330		Benozzo Gozzoli		me	1984.11.29	
Ca-BEN	Ca	1400		Benso, Giulio		ni	1988.05.04	
Ca-BEN	Ca	1620		Benvenuti, Pietro		me	1984.11.29	
Ca-BEN	Ca	1650		Benvenuto di Giovanni di Meo del Guasta		me	1984.11.29	
Ca-BEN	Ca	1670		Benzi, Bartolomeo		fr	1991.07.02	
Ca-BEN	Ca	1760		Benzoni, Giovanni Maria		nk	1985.09.23	
Ca-BEN	Ca	1780		Benzoni, Martino		nk	1992.11.10	
Ca-BER	Ca	180		Berrecci, Bartolomeo	Berecci, Bartholomeo	fr	1988.06.01	
Ca-BER	Ca	240		Beretta, Carlo		fr	1987.02.25	
Ca-BER	Ca	245		Beretta, Gaspare		fr	1987.10.23	
Ca-BER	Ca	290		Beretta, Lodovico		fr	1990.06.05	
Ca-BER	Ca	310		Bergamasco, Guglielmo		me	1984.11.29	
Ca-BER	Ca	350		Bergamini	Künstlerfamilie	gw	1992.11.02	
Ca-BER	Ca	352		Bergamini, Alessandro		fr	1992.12.15	
Ca-BER	Ca	476		Bergler, Ettore de Maria		gw	1989.11.09	
Ca-BER	Ca	570		Berini, Antonio		fr	1990.06.22	
Ca-BER	Ca	575		Berlam, Ruggero		fr	1988.10.21	
Ca-BER	Ca	620		Berlinghieri, Bonaventura		me	1984.11.29	
Ca-BER	Ca	680		Bernabei, Alessandro		fr	1989.04.10	
Ca-BER	Ca	700		Bernabei, Domenico		me	1984.11.29	
Ca-BER	Ca	720		Bernabei, Pier Antonio		me	1984.11.29	
Ca-BER	Ca	723	v	Bernabei, Tomaso	siehe Papacello, Bernabei Tomaso (lt. ThB). - Eigentlich: Tomaso Bernabei, detto Il Papacello	nk	1989.02.08	
Ca-BER	Ca	790		Bernardi, Francesco	gen. Il Bigolaro	nk	1987.05.12	
Ca-BER	Ca	805		Bernardi, Giorgio		me	1984.11.29	
Ca-BER	Ca	810		Bernardi, Giovanni		me	1984.11.29	
Ca-BER	Ca	845		Bernardi-Toretti, Giuseppe		nk	1987.01.21	
Ca-BER	Ca	870		Bernardi, Paolo		fr	1985.09.27	
Ca-BER	Ca	1000		Bernardino d'Antonio da Bissone		fr	1992.02.17	
Ca-BER	Ca	1040		Bernardino da Asola		gw	1987.07.06	
Ca-BER	Ca	1290		Bernardino di Mariotto		me	1984.11.29	
Ca-BER	Ca	1295		Bernardino da Martinengo		nk	1993.09.17	
Ca-BER	Ca	1325	v	Bernardino da Morcote	s. Bernardino da Udine - LZ 1470	fr	1992.12.16	
Ca-BER	Ca	1360		Bernardino da Nove	auch: di Novo	fr	1987.11.03	
Ca-BER	Ca	1465		Bernardino da Tossignano		nk	1987.09.30	
Ca-BER	Ca	1470		Bernardino da Udine	wahrscheinlich ident. m. Bernardino da Morcote	fr	1992.12.16	
Ca-BER	Ca	1760		Bernardoni, Gian Maria		fr	1988.06.03	
Ca-BER	Ca	1810		Bernasconi, Giuseppe		gw	1993.12.14	
Ca-BER	Ca	1885		Bernich, Ettore		ni	1988.05.05	
Ca-BER	Ca	1960		Bernini, Pietro		me	1984.11.29	
Ca-BER	Ca	2265		Bertazzolo, Gabriele		fr	1989.10.10	
Ca-BER	Ca	2290		Bertelli, Agostino		me	1984.11.29	
Ca-BER	Ca	2310		Bertelli, Cristofano		fr	1991.10.28	
Ca-BER	Ca	2330		Bertelli, Donato		fr	1993.02.10	
Ca-BER	Ca	2340		Bertelli, Ferdinando		me	1984.11.29	
Ca-BER	Ca	2350		Bertelli, Flavio		nk	1990.11.05	
Ca-BER	Ca	2360		Bertelli, Francesco		gw	1987.04.03	
Ca-BER	Ca	2400		Bertelli, Luigi		me	1984.11.29	
Ca-BER	Ca	2450		Bertesi, Giacomo		me	1984.11.29	
Ca-BER	Ca	2550		Berti, Pagno d'Antonio di		gw	1989.10.25	
Ca-BER	Ca	2688		Bertini	mailaend. Glasmalerfamilie	nk	1989.02.08	
Ca-BER	Ca	2705		Bertini, Giuseppe	(1797-1861)	fr	1988.05.27	
Ca-BER	Ca	2890		Bertoia, Jacopo Zanguidi		me	1984.11.30	
Ca-BER	Ca	2915		Bertolazzi, Leonida		gw	1986.11.05	
Ca-BER	Ca	2930		Bertoldo di Giovanni		me	1984.11.30	
Ca-BER	Ca	3080		Bertolotto, Giovanni Lorenzo		nk	1986.11.25	
Ca-BER	Ca	3130		Bertoluzzi, Giuseppe		nk	1985.12.17	
Ca-BER	Ca	3220		Bertotti Scamozzi, Ottavio		me	1984.11.30	
Ca-BER	Ca	3360		Bertucci, Nicola	detto l'Anconitano	me	1984.11.30	
Ca-BER	Ca	3440		Bertuzzi, Giovanni Ortensio		fr	1987.11.30	
Ca-BES	Ca	30		Besarel, Valentino	(eig. V. Panciera, gen. Besarel)	fr	1985.11.27	
Ca-BES	Ca	60		Besenzi, Paolo Emilio		me	1984.11.30	
Ca-BES	Ca	100		Besozzi, Giovanni Ambrogio		nk	1986.03.29	
Ca-BES	Ca	120		Besozzo, Michelino da		me	1984.11.30	
Ca-BES	Ca	7440		Besteghi, Andrea		me	1984.11.30	
Ca-BET	Ca	130		Bettarini, Luigi		fr	1989.10.10	
Ca-BET	Ca	135		Bettati, Giovanni		fr	1992.02.21	
Ca-BET	Ca	170		Bettera, Bartolomeo		gw	1987.06.04	
Ca-BET	Ca	172		Bettera, Bonaventura		gw	1987.06.04	
Ca-BET	Ca	255		Betti, Niccolo		fr	1994.02.24	
Ca-BET	Ca	260		Bettini, Francesco		me	1984.11.30	
Ca-BET	Ca	280		Betti, Sigismondo		fr	1989.09.22	
Ca-BET	Ca	330		Bettio, Antonio		nk	1987.01.21	
Ca-BET	Ca	360		Bettisi	Familie von Majolikamalern des 16. Jh.	nk	1985.06.10	
Ca-BET	Ca	362		Bettisi, Antonio		nk	1985.06.10	
Ca-BET	Ca	364		Bettisi, Leonardo		nk	1985.06.10	
Ca-BET	Ca	390		Betto di Francesco Fiorentino		nk	1989.10.02	
Ca-BET	Ca	510		Bettoli, Nicola		fr	1986.01.30	
Ca-BEV	Ca	10		Bevacqua, Francesco		me	1984.11.30	
Ca-BEV	Ca	14		Bevelaqua, Francesco		me	1984.11.30	
Ca-BEV	Ca	50		Bevignate	Fra	me	1984.11.30	
Ca-BEV	Ca	60		Bevilacqua, Carlo		nk	1985.07.09	
Ca-BEV	Ca	80		Bevilacqua, Giovanni Ambrogio	gen. il Liberale	fr	1991.05.06	
Ca-BEZ	Ca	20		Bezzi, Bartolomeo		me	1984.11.30	
Ca-BEZ	Ca	40		Bezzi, Giovanni Filippo	(oder Becci) gen. Giambologna	fr	1985.07.02	
Ca-BEZ	Ca	50		Bezzi, Giovanni Francesco	gen. Nosadella	gw	1987.03.17	
Ca-BEZ	Ca	60		Bezzi, Geri di Lazzaro		me	1984.11.30	
Ca-BEZ	Ca	100		Bezzi, Tomaso		fr	1985.07.01	
Ca-BEZ	Ca	140		Bezzuoli, Giuseppe		me	1984.11.30	
Ca-BIA	Ca	2670		Biagio di Goro Ghezzi		gw	1987.01.30	
Ca-BIA	Ca	4784		Bianchi, Eugenio	Bruder des Giovanni Antonio B.	nk	1985.06.10	
Ca-BIA	Ca	4798		Bianchi, Francesco	eig. Bianchi(-Buonavita)	fr	1990.05.10	
Ca-BIA	Ca	4799		Bianchi, Francesco Maria		fr	1991.06.28	
Ca-BIA	Ca	4803		Bianchi, Gian Domenico		ni	1988.05.06	
Ca-BIA	Ca	4813		Bianchi, Giovanni Antonio	Bruder des Eugenio B.	nk	1985.06.10	
Ca-BIA	Ca	4825		Bianchi, Giulio	"pittore sabino", 17. Jh.	fr	1993.10.20	
Ca-BIA	Ca	4835		Bianchi, Jacopo		me	1984.11.30	
Ca-BIA	Ca	4840		Bianchi, Isidoro	1581-1662	nk	1985.05.14	
Ca-BIA	Ca	4854		Bianchi, Mose		me	1984.11.30	
Ca-BIA	Ca	4870		Bianchi, Salvatore		fr	1990.10.31	
Ca-BIA	Ca	4884		Bianchi-Ferrari, Francesco de'	Hier auch der Vater: Bianco Nicoli, detto Ferrari	me	1984.11.30	
Ca-BIA	Ca	4935		Bianco, Baccio del		gw	1986.07.07	
Ca-BIA	Ca	4995		Bianco, Simone		fr	1987.02.27	
Ca-BIA	Ca	5000		Bianco, Usano	16. Jh.	fr	1986.03.20	
Ca-BIA	Ca	7050		Biasion, Gianantonio		nk	1985.12.17	
Ca-BIB	Ca	20		Bibiena	Familie Galli-Bib.	me	1984.11.30	
Ca-BIB	Ca	30		Bibiena, Alessandro Galli		gw	1993.10.05	
Ca-BIB	Ca	40		Bibiena, Antonio Galli		me	1984.11.30	
Ca-BIB	Ca	50		Bibiena, Carlo Galli	Carlo Sicinio Galli Bibiena	nk	1987.11.12	
Ca-BIB	Ca	60		Bibiena, Ferdinando Galli		me	1984.11.30	
Ca-BIB	Ca	70		Bibiena, Francesco Galli		fr	1985.09.27	
Ca-BIB	Ca	80		Bibiena, Giovanni Carlo Galli		fr	1985.07.02	
Ca-BIB	Ca	100		Bibiena, Giovanni Maria, d.J.		fr	1989.06.16	
Ca-BIB	Ca	110		Bibiena, Giuseppe Galli		me	1984.11.30	
Ca-BIC	Ca	135		Bicchierai, Antonio		gw	1986.02.11	
Ca-BIC	Ca	160		Bicci, Lorenzo di		fr	1986.07.04	
Ca-BIC	Ca	170		Bicci di Lorenzo		me	1984.11.30	
Ca-BIC	Ca	1000		Bicci, Neri di		me	1984.11.30	
Ca-BIG	Ca	406		Bigari, Vittorio Maria		me	1984.11.30	
Ca-BIG	Ca	3502		Bigioli, Filippo		me	1984.11.30	
Ca-BIG	Ca	3690		Bigio, Marco		gw	1990.11.13	
Ca-BIG	Ca	4818		Bignami, Osvaldo		fr	1987.11.13	
Ca-BIG	Ca	4822		Bignami, Vespasiano		fr	1992.06.17	
Ca-BIG	Ca	5412		Bigoio, Biagio		fr	1989.07.17	
Ca-BIG	Ca	5482		Bigoni, Vincenzo		nk	1986.11.25	
Ca-BIG	Ca	5650		Bigotti, Teofilo	evtl. identisch mit T. Trofamonte Franzoes.: Trophime Bigot	nk	1986.02.05	
Ca-BIL	Ca	20		Bilancioni, Guglielmo		me	1984.11.30	
Ca-BIM	Ca	5		Bima, Giovanni Battista		fr	1990.07.19	
Ca-BIM	Ca	20		Bimbi, Bartolommeo		nj	1985.01.31	
Ca-BIN	Ca	40		Binaghi, Lorenzo	auch: Binago, gen. Lorenzo Biffi	fr	1991.07.02	
Ca-BIN	Ca	3250		Bini, Pietro		fr	1993.11.24	
Ca-BIO	Ca	50		Biondi, Nicola		me	1984.11.30	
Ca-BIR	Ca	30		Birago, Giampietrino		gw	1991.02.22	
Ca-BIR	Ca	40		Biringucci, Oreste		nk	1989.04.24	
Ca-BIS	Ca	40		Biscaino, Bartolommeo		me	1984.11.30	
Ca-BIS	Ca	60		Biscarra, Carlo Felice		fr	1993.11.17	
Ca-BIS	Ca	170		Bisi, Bonaventura		fr	1985.06.26	
Ca-BIS	Ca	198		Bisi	Lombardische Kuenstlerfamilie des 19. Jh.	gw	1989.11.09	
Ca-BIS	Ca	260		Bison, Giuseppe Bernardino		me	1984.11.30	
Ca-BIS	Ca	270		Bissolo, Francesco		me	1984.11.30	
Ca-BIS	Ca	290		Bissoni, Giovanni Battista		ni	1987.09.22	
Ca-BIS	Ca	320		Bistolfi, Leonardo		me	1984.11.30	
Ca-BIT	Ca	7512		Bittino da Faenza		me	1984.11.30	
Ca-BIZ	Ca	20		Bizzaccheri, Carlo Francesco		nk	1986.09.26	
Ca-BIZ	Ca	40		Bizzelli, Giovanni		nk	1991.01.10	
Ca-BLA	Ca	10		Blacci, Bernardino	gen. il Blaceo	fr	1991.04.24	
Ca-BLA	Ca	30		Blasio, Michelangelo de		fr	1985.11.28	
Ca-BOC	Ca	26		Boccaccino, Boccaccio	B. Boccaccino (I.)	me	1984.11.30	
Ca-BOC	Ca	30		Boccaccino, Camillo		fr	1990.02.28	
Ca-BOC	Ca	84		Boccanera, Luigi		fr	1991.05.30	
Ca-BOC	Ca	100		Boccardi, Giovanni di Giuliano	gen. Boccardino Vecchio	fr	1990.11.08	
Ca-BOC	Ca	104		Boccardo, Federico		me	1984.11.30	
Ca-BOC	Ca	110		Boccati, Giovanni		me	1984.11.30	
Ca-BOC	Ca	120		Bocchi, Faustino		me	1984.12.30	
Ca-BOD	Ca	20		Bodoni, Giovanni Battista		me	1984.11.30	
Ca-BOE	Ca	50		Boetto, Giovenale		me	1984.12.03	
Ca-BOF	Ca	20		Bofulco, Pietro	auch: Befulco	fr	1987.06.25	
Ca-BOG	Ca	2676		Boggiani, Guido		fr	1988.05.12	
Ca-BOG	Ca	3262		Bogiani, Giovanni Andrea		gw	1986.11.27	
Ca-BOI	Ca	20		Boito, Camillo		me	1984.12.03	
Ca-BOI	Ca	30		Boito, Silvestro		fr	1988.12.22	
Ca-BOL	Ca	40		Boldini, Giovanni		me	1984.12.03	
Ca-BOL	Ca	70		Boldrini, Nicolo		me	1984.12.03	
Ca-BOL	Ca	100		Bolgi, Andrea		nk	1992.03.02	
Ca-BOL	Ca	162		Bolognini, Giacomo		fr	1992.09.30	
Ca-BOL	Ca	210		Boltraffio, Giovanni Antonio		nk	1985.10.24	
Ca-BOL	Ca	236		Bolzoni, Andrea		me	1984.12.03	
Ca-BOM	Ca	60		Bombelli, Pietro Leone		gw	1988.07.01	
Ca-BOM	Ca	80		Bombelli, Sebastiano		me	1984.12.03	
Ca-BON	Ca	28		Bon, Bartolomeo		me	1984.12.03	
Ca-BON	Ca	120		Bonaccorso di Cino		fr	1987.10.23	
Ca-BON	Ca	135		Bonachia, Giuseppe	"alias Mayharata"	fr	1989.04.28	
Ca-BON	Ca	150		Bonacina, Cesare Agostino		fr	1990.06.22	
Ca-BON	Ca	340		Bonajuto di Giovanni		nk	1985.10.04	
Ca-BON	Ca	360		Bonaiuto Pisano		me	1984.12.03	
Ca-BON	Ca	390		Bonalino, Giovanni		me	1984.12.03	
