sign	grp	nr	ref	name	comment	author	date	x
K-VIG	K	3026		Vighi, Roberto		fr	1995.05.24	
Wa-LEW	Wa	220		Lewis, Edmonia		fr	1995.05.24	
Ca-BRA	Ca	340		Brambilla, Ambrosius		fr	1995.05.24	
Ca-GIM	Ca	10		Gimacchi, Carlo		fr	1995.05.24	
Wa-MAD	Wa	6478		Madrazo y Kuntz, Federico	1815-1894	ME	1995.05.24	
Wa-HER	Wa	6520		Herrera, Juan de	1530-1597, Hauptwerk El Escorial	uk	1995.05.24	
Gh-RIC	Gh	942		Riccati, Giordano		gw	1995.05.25	
Ca-COL	Ca	1740		Coleberti, Pietro	1. H.15. Jh.	fr	1995.05.26	
Ca-SAL	Ca	630		Salucci, Alessandro		fr	1995.05.26	
Ca-ZZM	Ca	226		Magi di Fabriano, Maestro dei		fr	1995.05.26	
Ca-MAY	Ca	5052		Mayno, Juan Bautista	stammt lt. Th.-B. aus der Lombardei	fr	1995.05.26	
Ca-PAS	Ca	530		Passante, Bartolomeo		fr	1995.05.26	
Ca-ZZL	Ca	3286		Liber celestium revelationum, Maestro del		fr	1995.05.26	
Ca-MAL	Ca	500		Malvito, Tommaso		fr	1995.05.26	
Cm-DEL	Cm	2558		Del Gaizo, Bruno		gl	1995.05.26	
Cm-PIZ	Cm	365		Pizzichini, Carlo	geb. 1962, Monticiano (SI)	gl	1995.05.26	
K-SPE	K	4916		Spengler, Oswald	Kulturphilosoph	gl	1995.05.26	
Wa-KOE	Wa	4207		Koelman, Johan Philip		gw	1995.05.29	
K-MAC	K	2908		Machatschek, Alois		gl	1995.05.29	
Cm-ALT	Cm	304		Altamira, Adriano	geb. 1947, Mailand	gl	1995.05.29	
Zo-DON	Zo	9712		Donzellini, Alessandro	Gelehrter in Bolsena, 16.-17. Jh.	gl	1995.05.29	
Ca-FAB	Ca	550		Fabrizi, Anton Maria		fr	1995.05.29	
KatM-PAD	KatM	2024		Paderborn		gl	1995.05.29	
KatM-GAP	KatM	60		Gap	Region Hautes-Alpes, Frankreich	gl	1995.05.29	
E-API	E	22		Apiro		fr	1995.05.29	
Wm-HOE	Wm	3058		Hoehme, Gerhard		gl	1995.05.29	
Zs-HER	Zs	270		Herakleitos	Heraklit, "der Dunkele"	gl	1995.05.29	
K-SIN	K	1084		Sinclair, Keith Val		gl	1995.05.29	
Wa-FLO	Wa	70		Flor, Ferdinand	Hamburg 1739-Rom 1881	gl	1995.05.30	
K-KAU	K	2277		Kauffmann, Georg		ME	1995.05.30	
E-BES	E	52		Besnate		fr	1995.05.30	
Ca-RID	Ca	80		Ridolfi, Ottaviano		fr	1995.05.30	
Wm-KAE	Wm	3054		Kaehlbrandt, Elisabetta Zanelli		fr	1995.05.30	
Ca-FAB	Ca	260		Fabiano da Urbino		fr	1995.05.30	
Hh	Hh	8427		Gemmulus	Martyrer zu Ganna bei Varese	fr	1995.05.30	
Ca-MOR	Ca	50		Moraglia, Giacomo		fr	1995.05.30	
Ca-BAL	Ca	1490		Balzaretti, Giuseppe		fr	1995.05.30	
Cm-BER	Cm	500		Bernardi, Domenico de		fr	1995.05.30	
Ca-POR	Ca	35		Porciani, Carlo und Pietro	Stuckateure, Rom, 17. Jh.	ME	1995.05.30	
Wm-MAT	Wm	1280		Mathsson, Bruno		gw	1995.05.31	
KatE-COR	KatE	3250		Corinaldo		ME	1995.05.31	
Ca-DON	Ca	716		Donino di Domenico	gen. del Mazziere; vgl. auch Agnolo di Domenico	gw	1995.05.31	
Xd-ABO	Xd	4856		Abondance		gw	1995.05.31	
Xd-SAI	Xd	1170		Saint-Claude		gw	1995.05.31	
Wa-MYL	Wa	4890		Mylne	schott. Werkmeister- u. Architektenfamilie, 16./19. Jh. Hier alle Familien-Mitgl.	fr	1995.06.01	
Cm-CUO	Cm	1200		Cuono, Antonio		fr	1995.06.01	
Cm-RUO	Cm	954		Ruocco, Costantino		fr	1995.06.01	
Cm-MAN	Cm	438		Manfredonia, Marina		fr	1995.06.01	
Cm-GOR	Cm	3295		Gorio, Federico		fr	1995.06.01	
Cm-CAS	Cm	1020		Cassi, Angelo		fr	1995.06.01	
Cm-CAT	Cm	7378		Cattaneo, Giuseppe		fr	1995.06.01	
Cm-ADA	Cm	650		Adamo, Claudio		fr	1995.06.01	
Cm-BOC	Cm	700		Boccuzzi, Vito		fr	1995.06.01	
Cm-ANA	Cm	400		Anastasi, Massimo		fr	1995.06.01	
Cm-BEN	Cm	310		Benedetti, Mao		fr	1995.06.01	
Cm-MAR	Cm	2600		Martino, Sveva di		fr	1995.06.01	
Cm-ROS	Cm	870		Rossi, Lamberto		fr	1995.06.01	
Wa-DAV	Wa	3270		David, Lodovico	aus Lugano, 1648-1728/30	ME	1995.06.01	
Ca-GAT	Ca	130		Gatti, Bernardino	"Il Sojaro", um 1495-1575	ME	1995.06.01	
K-RIC	K	2956		Riche, Pierre	Riché	gl	1995.06.06	
Xx-POT	Xx	306		Potamies	auf Kreta, Griechenland	gl	1995.06.06	
KatE-ARO	KatE	4292		Arolsen	seit 1977: Bad Arolsen	gl	1995.06.06	
Xa-ARO	Xa	4292		Arolsen	seit 1977: Bad Arolsen	gl	1995.06.06	
Ca-AMI	Ca	50		Amici, Domenico		fr	1995.06.06	
Vb-BEL	Vb	4056		Bellagio	Fondazione Rockefeller, in Villa Serbelloni	nk	1995.06.06	
Ca-MAI	Ca	4825		Mainardi, Sebastiano di Bartolo		fr	1995.06.07	
Cm-MAR	Cm	1906		Martelli, Ugo		gw	1995.06.07	
Xf-GRO	Xf	4962		Groningen		nk	1995.06.07	
Ca-LEO	Ca	270		Leoncini, Francesco di Michele	gen. Gimignano	gw	1995.06.07	
E-SAL	E	342		Saliceto		fr	1995.06.08	
Cm-RAN	Cm	8018		Ranuncoli, Arrigo	Maler in Ancona;1925-1987	gl	1995.06.08	
K-LEC	K	4125		Leclercq, Jean		fr	1995.06.08	
KatP-COU	KatP	6776		Courtauld, Samuel		gw	1995.06.09	
E-MAR	E	552		Marineo	Palermo	gl	1995.06.09	
E-CAS	E	3742		Castel San Giovanni		gw	1995.06.09	
E-POG	E	82		Poggio Imperiale	Foggia, Puglia	gl	1995.06.09	
E-CAS	E	4492		Castri di Lecce		gw	1995.06.09	
Zo-GIO	Zo	8257		Giovanetti, Marcello		uk	1995.06.09	
Cm-HAB	Cm	3192		Habicher, Eduard		uk	1995.06.09	
KatP-PON	KatP	7580		Ponti Loren	Samml. Carlo Ponti u. Sofia Loren, 1977 beschlagnahmt, jetzt in Museen Caserta, Bologna, Brera	gl	1995.06.12	
Gh-GUI	Gh	1483		Guido da Vigevano	Verf. des Texaurus, Arzt, Ingenieur, aus Pavia	gl	1995.06.12	
KatP-PFL	KatP	7878		Pflueger	Edward u. Kiyi Pflueger, Porzellansammler?	gl	1995.06.12	
Ca-REM	Ca	6900		Rems, Andrea-Gottardo	gest.1697	fr	1995.06.12	
KatP-MUN	KatP	5684		Munoz, Antonio		gl	1995.06.12	
Ca-MAN	Ca	940		Mansueti, Giovanni di Niccolo		fr	1995.06.12	
Cm-GHI	Cm	720		Ghiringhelli, Massimo		ME	1995.06.12	
Gh-BEN	Gh	8437		Benvoglienti, Bartolomeo	Gelehrter aus Siena, 15. Jh.	gl	1995.06.12	
Cm-BOG	Cm	4164		Bogliardi, Oreste		ME	1995.06.12	
Cm-SAN	Cm	535		Sanguineti, Gaetano	1921-1991	fr	1995.06.12	
Xd-BRI	Xd	2832		Brigue	La Brigue (ital. La Briga) (Alpes-Maritimes)	fr	1995.06.12	
Ca-BOC	Ca	180		Bocciardo, Pasquale		fr	1995.06.12	
Ca-CHI	Ca	165		Chiappori, Giuseppe	1803-1884	fr	1995.06.12	
KatE-WEL	KatE	4116		Wellesley	Ma.	gw	1995.06.12	
Cm-CAP	Cm	3150		Capucci, Roberto	1930 in Rom geboren.	ME	1995.06.13	
Wm-SCH	Wm	395		Scharff, William	dän. Maler	ME	1995.06.13	
Cm-LAN	Cm	1070		Lanciano, Aldo		uk	1995.06.13	
KatP-PUC	KatP	1062		Pucci Serristori, Lucrezia		fr	1995.06.14	
Wa-BEE	Wa	470		Beer, Jan de		nk	1995.06.14	
Ca-CER	Ca	380		Cerquozzi, Michelangelo	gen. Michelangelo delle Battaglie o delle Bambocciate	fr	1995.06.14	
Ca-LIG	Ca	55		Ligozzi, Francesco di Jacopo	Sohn von Giacomo Ligozzi, geb. Ende 16. Jh.	fr	1995.06.14	
Wa-ZZE	Wa	4592		Emmaus di Pau, Maestro dell'		fr	1995.06.14	
Cm-CRI	Cm	300		Crispoldi, Benvenuto		uk	1995.06.14	
Wm-PRA	Wm	5132		Prantl, Karl	oesterr. Bildhauer	ME	1995.06.15	
KatP-ELC	KatP	3260		Elci, Angelo d'	Angelo Maria D'Elci, 1754-1824, conte	gl	1995.06.15	
Wm-MOR	Wm	3900		Morgan, Randall	Knightstown, Indiana, 1920 - Torca (NA), 1994	gl	1995.06.16	
Cm-GIU	Cm	320		Giuliani, Salvatore	1917, Rogliano (CS), Architekt	gl	1995.06.16	
Wa-CHI	Wa	2274		Chifflart, Francois	Maler, Stecher, Radierer Francois-Nicolas Chifflart	gl	1995.06.16	
K-HOB	K	7142		Hobson, Anthony	Forschung zur Buchgeschichte, Sohn des G. D. Hobson, ebenfalls Buchforscher	gl	1995.06.16	
K-PRO	K	6960		Prosdocimi, Luigi		uk	1995.06.16	
KatM-MDI	KatM	4804		Mdina		uk	1995.06.16	
KatV-ANT	KatV	3290		Antichi Maestri Pittori		uk	1995.06.16	
Cm-CAR	Cm	460		Carena, Primo	Fossarmato (Pavia) 1910 - Pavia 1989, Maler	gl	1995.06.19	
KatP-RAT	KatP	7498		Ratti, Antonio	Textilhersteller und -sammler	gl	1995.06.19	
Wa-BLE	Wa	6900		Bles, Henri	auch: Herrie met de Bles	ME	1995.06.19	
Cm-VER	Cm	430		Vergari, Alessandro		fr	1995.06.20	
Ca-RIC	Ca	670		Ricci, Stefano		fr	1995.06.20	
Cm-MUR	Cm	1764		Mureda, Raimund	1908-1985, Maler aus S. Ulrich, Südtirol	gl	1995.06.21	
Cm-CON	Cm	130		Consadori, Silvio	1909-1994, Maler aus Brescia	gl	1995.06.21	
Cm-SOF	Cm	3280		Sofianopulo, Cesare	1889-?, geb. in Trieste, Maler	gl	1995.06.21	
KatE-ERF	KatE	8098		Erfurt		gl	1995.06.22	
E-PLA	E	12		Placanica		ME	1995.06.22	
E-MAL	E	272		Malvito		ME	1995.06.22	
Cm-MAN	Cm	374		Manfredi, Giulio		gw	1995.06.22	
Cm-NIC	Cm	7044		Nicosia, Nico	geb. 1930 in Caltagirone	gw	1995.06.22	
K-MAL	K	7330		Maltese, Diego		uk	1995.06.22	
Cm-TAR	Cm	300		Tarantino, Giuseppe	geb. 1916, Palermo	gl	1995.06.23	
Ca-FRA	Ca	1460		Frangipane, Niccolo		fr	1995.06.23	
Wa-VUE	Wa	10		Vuez, Arnold de	17.10.1644-18.6.1720	ME	1995.06.23	
Wa-CHI	Wa	4804		Chinard, Joseph	geb. 12. 2. 1756 in Lyon, gest. 20. 6. 1813 daselbst.	uk	1995.06.23	
Wm-HOE	Wm	4292		Hoelscher, Gerd	Zeichner u.?	gl	1995.06.26	
KatP-RIE	KatP	7784		Rietz, Carl Austin		gl	1995.06.26	
KatE-FON	KatE	1464		Fondi	(Latina)	gl	1995.06.26	
Hh	Hh	8518		Hilarius	S. Ilario, auch Ellero, Abt von Galeata	gl	1995.06.26	
K-GRI	K	7145		Grisotti, Marcello		gl	1995.06.26	
K-FAS	K	5538		Fasoli, Gina		ME	1995.06.26	
K-BOU	K	394		Bouard, Michel De	Michel De Boüard	gl	1995.06.26	
Wa-ANT	Wa	2062		Antes, Horst		gl	1995.06.26	
KatE-SAN	KatE	7390		Santa Monica	(Kalifornien)	gl	1995.06.26	
E-SUR	E	32		Surbo	(Lecce)	gl	1995.06.26	
Wm-GUD	Wm	3264		Gudiasvili, Lado	1896-1980, Maler	gl	1995.06.26	
Ca-ORL	Ca	22		Orlandi, Antonio Donato	Antonio Donato d'Orlando, geb. 1562	ME	1995.06.26	
Ca-MIC	Ca	12		Miccoli, Oronzo Fortunato	9.7.1657-30.8.1728 aus Lequile	ME	1995.06.26	
Ca-ORF	Ca	316		Orfano, Emmanuele	Architekt aus Alessano	ME	1995.06.26	
KatP-PUI	KatP	2390		Puiforcat	Louis-Victor Puiforcat (gest. 1955) u. Jean, Sohn (1897-1945) Goldschmiede und Sammler	gl	1995.06.27	
Cm-PAR	Cm	466		Parmeggiani, Sandro	Maler aus Cento, auch Parmexano	gl	1995.06.27	
KatP-BOD	KatP	4472		Bodmer, Martin		gw	1995.06.27	
Ca-TIR	Ca	40		Tirali, Andrea	Architekt aus Venedig, ca. 1660-28.6.1737	ME	1995.06.27	
E-MON	E	2440		Monteodorisio		gw	1995.06.28	
E-BOS	E	12		Bosa		gw	1995.06.28	
E-CAL	E	92		Calascio		gw	1995.06.28	
Ca-BAR	Ca	460		Barbari, Niccolo de'		fr	1995.06.28	
Hd	Hd	2603		Saturnus	griech. Kronos	gl	1995.06.28	
Wa-ERR	Wa	392		Errard, Charles II.	franz. Maler, geb. 1606 in Nantes, gest. 1689 in Rom	ME	1995.06.28	
Wa-VAU	Wa	30		Vauchelet, Theophile Auguste	7.3.1802-22.4.1873	ME	1995.06.28	
Cm-CAN	Cm	740		Canevari, Paolo		gl	1995.06.28	
E-SOR	E	202		Soriso		ME	1995.06.28	
Wa-PIC	Wa	6372		Picque, Charles	1799-1869, Picqué	gl	1995.06.30	
Hh	Hh	8031		Agricola	Agricola und Vitalis von Bologna	gl	1995.06.30	
Hh	Hh	9523		Vitalis	Vitalis und Agricola von Bologna	gl	1995.06.30	
Ca-CAR	Ca	1260		Carlieri, Alberto	1672-nach 1720	ME	1995.06.30	
Wa-BAE	Wa	100		Baehr, Johann Karl	18.1.1801-29.9.1869	ME	1995.06.30	
Wm-LOH	Wm	6974		Lohse, Richard Paul		gl	1995.07.03	
Xx-VER	Xx	3252		Veria		gl	1995.07.03	
K-WOL	K	4192		Wollasch, Joachim		uk	1995.07.03	
Zu-HER	Zu	4532		Hermias	christl. Apologetiker, Ende 2. Jh., (nicht Hermas!)	gl	1995.07.04	
Wa-MAR	Wa	6200		Martinetti, Antonio	Bildhauer und Stuckator aus Lugano, Ende 18. Jh.	ME	1995.07.04	
Ca-CHI	Ca	690		Chiesa, Pompeo della	(Cesa)	fr	1995.07.05	
Cm-GRA	Cm	750		Granato, Mammola		fr	1995.07.05	
Cm-MON	Cm	3170		Montanari, Mino		fr	1995.07.05	
Ca-PIE	Ca	2210		Pietro de Talata		fr	1995.07.05	
E-POV	E	42		Poviglio		fr	1995.07.05	
Cm-BAD	Cm	5322		Badodi, Giovanni		fr	1995.07.05	
Cm-FAN	Cm	835		Fantini, Augusto		fr	1995.07.05	
Cm-CER	Cm	1250		Ceronetti, Guido		gl	1995.07.05	
E-COL	E	52		Colfelice	(früher Coldragone)	gl	1995.07.05	
KatA-BES	KatA	325		Besancon		gl	1995.07.05	
E-SAS	E	52		Sassetta	(Livorno)	gl	1995.07.07	
K-PAV	K	318		Pavan, Massimiliano	1920-1991	ME	1995.07.10	
Zp-PAN	Zp	5044		Pannonius, Janus		ME	1995.07.10	
E-TER	E	52		Terenzo		fr	1995.07.10	
E-MAT	E	51		Matrice		ME	1995.07.10	
E-CAS	E	21		Casacalenda		ME	1995.07.10	
Ca-RUG	Ca	2626		Ruggieri, Giovanni Battista	gen. Battistino del Gessi, Maler aus Bologna, 1606-1640 (auch Ruggeri)	ME	1995.07.10	
Cm-MOR	Cm	320		Morbelli, Alfredo	Photograph in Varese	kl	1995.07.11	
KatE-ZOT	KatE	7428		Zottegem	(Belgien)	gl	1995.07.11	
Ca-GAZ	Ca	40		Gazzale, Giovanni Battista	Architekt, Viterbo, 18. Jh.	ME	1995.07.11	
Ca-ZAC	Ca	110		Zacchi, Giovanni		fr	1995.07.11	
Ca-BER	Ca	599		Berlinghieri	Künstlerfamilie, auch Berlinghiero	gl	1995.07.11	
Ca-LUC	Ca	1080		Lucchi, Domenico Antonio	Architekt aus Viterbo, 5.3.1753-1.3.1791	ME	1995.07.11	
E-VER	E	282		Verolengo	(Torino)	gl	1995.07.11	
Ca-GAS	Ca	6974		Gasse, Stefano	eigentlich Etienne, Bruder des Luigi, eigent. Louis Silvestre Architekten	gl	1995.07.11	
Wm-REU	Wm	7432		Reuterswaerd, Carl Fredrik		gl	1995.07.11	
Gh-ABA	Gh	7421		Abate, Giovanni Agostino	1499-nach 1471, Chronist von Savona	gl	1995.07.11	
KatP-VAL	KatP	1955		Valenti, Benedetto	Benedetto di Andreangelo Valenti, 1486-1541, Kunstsammler	gl	1995.07.11	
Gh-ALI	Gh	7421		Alighieri, Francesco	1500-1558 aus Verona, Enkel Dantes	gl	1995.07.11	
Xc-MOT	Xc	7350		Motto di Dongio	(Lugano?)	gl	1995.07.11	
KatV-LOD	KatV	3253		Lodi, Roberto		gl	1995.07.11	
Gh-HEM	Gh	7228		Hemsterhuis, Francois	1721-1790, Philosoph in Holland	gl	1995.07.11	
Wa-NAH	Wa	35		Nahl	Künstlerfamilie	kl	1995.07.11	
Hd	Hd	2040		Mars		gl	1995.07.12	
Cm-BOG	Cm	4170		Boglione, Marcello	1891-1957, Graphiker	gl	1995.07.12	
Cm-BAR	Cm	307	v	Barazzutti, Giuseppe	LZ richtig, mit Verweisung, da keine LZ mehr frei!	gl	1995.07.12	
Wa-MEL	Wa	215		Melchior	Maler und Bildschnitzer aus Österreich, datiert ein Bild 1523.	gw	1995.07.12	
Wa-FEN	Wa	1616		Fendt, Tobias		fr	1995.07.12	
Ca-VEL	Ca	3250		Veli, Benedetto		fr	1995.07.12	
Ca-AVA	Ca	5232		Avanzarani, Giovanni Francesco	"Il Fantastico"	ME	1995.07.12	
Ca-GIO	Ca	1034		Giovanni Antonio da Roma	Ende 15. Jh tätig in Orte	ME	1995.07.12	
Ca-COL	Ca	120		Cola da Roma	Ende 15. Jh. tätig in Orte	ME	1995.07.12	
Ca-ZZT	Ca	136		Tabernacle 35 Master		fr	1995.07.12	
Zs-FOR	Zs	2056		Foresti, Jacobus Philippus	Augustinermönch in Bergamo, Chronikschreiber	gl	1995.07.12	
Ca-CAP	Ca	65		Caparozzi, Filippo	Spätmanierist, tätig in Caprarola	ME	1995.07.12	
Cm-BAL	Cm	398		Balestrieri, Bernardo		ME	1995.07.12	
Wa-SAD	Wa	1923		Sadeler, Marcus Christoph	1614-nach 1660, Stecher	gl	1995.07.13	
Zo-COR	Zo	4816		Cornazzano, Antonio		gl	1995.07.13	
Hh	Hh	8419		Gallus		gw	1995.07.13	
Cm-CAR	Cm	798	v	Carnevale, Renato		gl	1995.07.13	
Hh	Hh	9161		Petrus a Molleano	Pietro da Mogliano, Seliger, Franziskaner (1435-1490); Marken	kl	1995.07.14	
KatE-EIS	KatE	1955		Eisenstadt		kl	1995.07.14	
Cm-MON	Cm	5000		Montezemolo, Guido di	1878-1941	gl	1995.07.14	
Cm-ROS	Cm	530		Rossetti, Massimo	geb. 1956, Rom	gl	1995.07.14	
K-VAS	K	6910		Vassalli, Luigi	Ägyptologe	kl	1995.07.17	
Wa-BAU	Wa	4500		Baumgartner, Johann Wolfgang		gw	1995.07.17	
Wa-POI	Wa	4200		Poilly, de	franz. Stecherfamilie	gw	1995.07.17	
Wa-POI	Wa	4202		Poilly, Francois de	d.Ä.	gw	1995.07.17	
Wa-POI	Wa	4204		Poilly, Nicolas de		gw	1995.07.17	
E-CAS	E	2342		Castel Goffredo		ME	1995.07.17	
E-SAL	E	519		Saluggia		gw	1995.07.17	
Cm-COS	Cm	2100		Costa, Franco	1903 in Quittengo (Biella) geboren, 1980 dort gestorben.	uk	1995.07.17	
Hh	Hh	9130		Paulus de Trincis	Franziskaner, gest. 1391, tätig im Konvent S. Bartolomeo di Marano Foligno	kl	1995.07.18	
E-CUT	E	32		Cutrofiano		uk	1995.07.18	
KatM-LIV	KatM	5539		Livorno		uk	1995.07.18	
Wa-SCK	Wa	1905		Sckell, Friedrich Ludwig von		uk	1995.07.19	
Ca-POL	Ca	550		Polli, Donato	nach Thieme Becker: Donatus Polli; Stukkator aus Mailand geb. 24.10.1663 Muzzani Agnii (Südschweiz) gest. 28.02.1738 Nürberg	uk	1995.07.19	
Cm-NER	Cm	170		Neri, Odoardo		ME	1995.07.20	
Cm-TIR	Cm	402		Tirelli, Umberto	geb. 1928 in Modena	ME	1995.07.20	
E-CAS	E	1710		Castelbelforte		ME	1995.07.20	
E-ROD	E	131		Rodigo		ME	1995.07.20	
Ca-BIA	Ca	4792		Bianchi, Francesco	röm. Architekt des 18. Jh.	gw	1995.07.20	
Wa-CAI	Wa	4196		Caillebotte, Gustave		uk	1995.07.20	
E-BOV	E	52		Boves		ME	1995.07.21	
KatP-NAN	KatP	3250		Nani	Sammler in Venedig	gw	1995.07.21	
Wa-KOR	Wa	4928		Kornhas, Carl	Keramiker, 1857-1931	ME	1995.07.21	
E-VIL	E	392		Villafranca in Lunigiana		ME	1995.08.23	
E-CAL	E	372		Calice al Cornoviglio		ME	1995.08.23	
Cm-NON	Cm	5075		Nonnis, Giovanni		uk	1995.08.23	
Zu-LEO	Zu	5156		Leontius	von Byzanz, Presbyter in Konstantinopel	gl	1995.08.24	
Yu-HOU	Yu	7260		Houston		ME	1995.08.24	
Wa-MON	Wa	400		Monegro, Juan Bautista	Arch. u. Bildhauer, ca. 1550-1621	gl	1995.08.25	
Wa-CHE	Wa	430		Chenavard, Paul Marc Joseph	Lyon 1807, Paris 1895	ME	1995.08.25	
Wa-FAM	Wa	3468		Famin, Auguste Pierre Sainte-Marie	Architekt, geb. 1776 in Paris	ME	1995.08.25	
Zu-NIL	Zu	8107		Nilus	Nilus d. Ä., von Ancyra	gl	1995.08.28	
Wa-LEN	Wa	70		Lenartowicz, Teofil	Warschau 27.2.1822, Florenz 3.2.1893, Bildhauer und Dichter	ME	1995.08.28	
Wa-CEP	Wa	7600		Ceptowski, Karl	1801-1848	ME	1995.08.28	
Cm-BRE	Cm	794		Bresciani, Paolo		uk	1995.08.28	
Cm-CAS	Cm	1785		Castellano, Gennaro		uk	1995.08.28	
Cm-POZ	Cm	597		Pozzi, Piero	1955 in Monza geboren.	uk	1995.08.28	
Cm-INF	Cm	230		Infante, Guido		uk	1995.08.29	
Wm-PLE	Wm	5110		Plensa, Jaume		uk	1995.08.29	
KatE-MON	KatE	7550		Montmorency		uk	1995.08.29	
KatM-VIE	KatM	7648		Vietri sul Mare		uk	1995.08.29	
KatE-IVA	KatE	5038		Ivano Fracena	prov. Trento	gl	1995.08.31	
E-IVA	E	12		Ivano Fracena	prov. Trento	gl	1995.08.31	
K-GER	K	1700		Gere, John		ME	1995.08.31	
KatE-CAS	KatE	7500		Castel San Pietro Terme		gl	1995.09.04	
Cm-GIA	Cm	2400		Gianuzzi, Piero	geb. Turin 1937	gl	1995.09.04	
Cm-PUP	Cm	5908		Puppo, Walter	geb. Portoferraio 1957	gl	1995.09.04	
Wa-FEU	Wa	350		Feure, Georges de		kl	1995.09.05	
Wa-POT	Wa	7435		Potter, Paulus		kl	1995.09.05	
K-DIT	K	7568		Dittmann, Lorenz		gw	1995.09.05	
KatE-CAR	KatE	912		Carcassonne		kl	1995.09.05	
Ca-ANT	Ca	3180		Antonio da Monza	Miniaturmaler, Ende 15. Jh.	ME	1995.09.05	
Cm-Par	Cm	490		Parnisari, Arrigo		kl	1995.09.05	
KatE-AUT	KatE	8017		Autun		kl	1995.09.05	
Ca-BON	Ca	1520		Bonito, Giuseppe	1707-1789	ME	1995.09.05	
E-ALT	E	32		ALtavilla Irpina		ME	1995.09.05	
E-ARP	E	11		Arpaia		ME	1995.09.05	
Gh-ANT	Gh	5493		Antonio da Pisa		gw	1995.09.05	
Cm-BAR	Cm	1025		Barone, Angelo		gl	1995.09.06	
Zo-NYP	Zo	5983		Nypsus, Marcus Iunius	Agrimensor	gl	1995.09.06	
KatP-HOF	KatP	2358		Hoffmann, Emanuel	Kunstsammler in Basel, 1896-1932	gl	1995.09.06	
Cm-CAP	Cm	2008		Capoccia, Angelo	Künstler in Lecce, Cartapesta	gl	1995.09.06	
E-PIE	E	391		Pietrelcina		ME	1995.09.06	
E-LAC	E	41		Lacedonia		ME	1995.09.06	
KatV-PAR	KatV	4814		Parnaso, Galleria il	Napoli	gl	1995.09.07	
KatP-API	KatP	980		Apicella, Michele	Sammler in Neapel	gl	1995.09.07	
E-MON	E	1812		Montefusco		ME	1995.09.07	
Ca-TEN	Ca	2030		Tenerani, Carlo		fr	1995.09.07	
Vb-BOR	Vb	41		Bordighera		fr	1995.09.07	
Cm-PAR	Cm	440		Parlato, Michelangelo	Bildhauer aus Molise	ME	1995.09.07	
E-BAI	E	32		Bajardo	Baiardo	fr	1995.09.07	
Cm-GIO	Cm	8300		Giovenale	Maler aus Benevento	ME	1995.09.07	
E-ROS	E	100		Rosello		ME	1995.09.08	
Vb-TRA	Vb	121		Trani		fr	1995.09.08	
Xi-LAS	Xi	5718		Las Palmas		nk	1995.09.08	
Ca-RE	Ca	40		Re, Vincenzo dal		nk	1995.09.08	
KatE-VOL	KatE	5588		Volos		nk	1995.09.11	
KatE-AND	KatE	6784		Andros		nk	1995.09.11	
Vb-MON	Vb	529		Monopoli		fr	1995.09.11	
E-MON	E	1061		Montazzoli		ME	1995.09.11	
Wa-CAM	Wa	1170		Campeche, Jose	Maler aus Puerto Rico, 1751-1809	ME	1995.09.11	
Ca-BAR	Ca	1060		Barbieri, Pietro	Ferrara, 1. H. 18. JH	ME	1995.09.11	
Ca-GIO	Ca	8264		Giovanni da Rimini	nicht zu verwechseln mit Giovanni Baronzio	fr	1995.09.12	
Cm-GOR	Cm	2735		Gorgone, Vincenzo		fr	1995.09.12	
Ca-ZZM	Ca	3484		Miniatore di Lanfranco de Pancis, Il		fr	1995.09.12	
Ca-TOR	Ca	425		Torre, Giovan Ambrogio della	16. Jh.	fr	1995.09.12	
Ca-ANT	Ca	3390		Antonio da Pandino	d. J.	fr	1995.09.12	
Ca-GHI	Ca	130		Ghidoni, Giovanni Battista		fr	1995.09.12	
Zu-Hil	Zu	1411		Hildegard von Bingen		kl	1995.09.12	
Ca-ARC	Ca	350		Arcucci, Camillo	Architekt um 1650	ME	1995.09.13	
Wa-HEN	Wa	4872		Hennequin, Philippe-Auguste		gw	1995.09.13	
Ca-SET	Ca	7358		Settala, Giovanni Giorgio		gw	1995.09.13	
Ca-ANT	Ca	350		Antonelli, Baptista		gw	1995.09.13	
Ca-LIN	Ca	388		Linar, Rochus Quirinus	in der Literatur als Guerini, Rochus Graf zu Lynar	gw	1995.09.13	
Gh-ZAN	Gh	1034		Zanchi, Giovanni Battista Bonadio de	16. Jh. nicht bei Schlosser	gw	1995.09.13	
Ca-SUB	Ca	20		Subissati, Sempronio		ME	1995.09.13	
Ca-SAN	Ca	450		Sani, Domenico Maria		ME	1995.09.13	
Xi-LAG	Xi	6906		La Granja de San Ildefonso		ME	1995.09.13	
Ca-CAL	Ca	1130		Callani, Gaetano	Hier auch Giuseppe Callani (Pastellmaler des Settecento in Parma)	nk	1995.09.13	
Ca-CAL	Ca	1131	v	Callani, Giuseppe	siehe bei Callani, Gaetano (LZ 1130)	nk	1995.09.13	
Ca-PEL	Ca	120		Pellegrini, Angelo	Bronzegiesser aus Rom, Mitte 17. Jh	ME	1995.09.13	
Ca-IUV	Ca	100		Juvara, Francesco Natale	Bruder von Philippo	ME	1995.09.13	
Wa-HAL	Wa	1130		Hale	franz. Künstlerfamilie	gw	1995.09.14	
KatE-NOY	KatE	5475		Noyon		nk	1995.09.14	
