id,language_code,holdings,author_person,author_corporate,author_uniform,title,publication,physical_description,subject_personal,subject_corporate,subject_meeting,subject_uniform_title,subject_named_event,subject_chronological,subject_topical,subject_geographic
BV000066999,ger,{'a': 'DE-Re5'},"Arens, Fritz",,,Der Dom zu Mainz,Darmstadt,"XI, 171 S.","Backofen, Hans",Mainzer Dom,,,,Geschichte 1000-1980,Architektur,Dom Mainz
BV000067268,ger,{'a': 'DE-Bo133'},"Franz, Gunther",,,Publius Vergilius Maro,Trier,46 S.,"Vergilius Maro, Publius",,,,,,Rezeption,
BV000067365,ger,{'a': 'DE-M491'},"Stichel, Rudolf H. W.",,,Die römische Kaiserstatue am Ausgang der Antike,Roma,"XIV, 129, XXXVIII S.",,,,,,Geschichte 364-476,Herrscherbildnis,Römisches Reich
BV000067671,eng,{'a': 'DE-2501'},"Thompson, David L.",,,Mummy portraits in the J. Paul Getty Museum,"Malibu, Calif.","III, 70 S.",,J. Paul Getty Museum,,,,,Katalog,
BV000067711,ger,{'a': 'DE-76'},"Meckseper, Cord",,,Kleine Kunstgeschichte der deutschen Stadt im Mittelalter,Darmstadt,"VII, 306, 160 S.",,,,,,Geschichte 400-1500,Städtebau,Deutschland
BV000068079,ger,{'a': 'DE-B486'},"Kraatz, Birgit",,,Rom,Köln,359 S.,,,,,,,,Rom
BV000068422,ger,{'a': 'DE-Y2'},,,,Josef Mahlknecht,Bozen,90 S.,"Mahlknecht, Josef",,,,,,Malerei,
BV000068718,eng,{'a': 'DE-Y2'},,,,Literary and artistic patronage in ancient Rome,Austin,"XX, 187 S.",,,,,,,Mäzenatentum,Römisches Reich
BV000069371,ger,{'a': 'DE-B768'},"Naredi-Rainer, Paul von",,,Architektur und Harmonie,Köln,303 Seiten,,,,,,Geschichte,Aufmaß,
BV000069773,ita,{'a': 'DE-188'},Scipione,,,Carte segrete,Torino,"XVII, 117 S.",Scipione,,,,,,Painters,Italien
BV000069882,ger,{'a': 'DE-188'},,,,Tiroler Burgenbuch,Innsbruck ; Wien,353 S.,,,,,,,,
BV000069883,ger,{'a': 'DE-188'},,,,Tiroler Burgenbuch,Innsbruck ; Wien,425 S.,,,,,,,Sydtyrolen - Slott,
BV000069891,eng,{'a': 'DE-Y2'},"Donaldson, Ian",,,The rapes of Lucretia,Oxford,"XII, 203 S.",Lucretia,,,,,,Vergewaltigung,
BV000069921,eng,{'a': 'DE-M341'},,,,Titian,New York,"XVIII, 349 S.","Rubens, Peter Paul",,,,,Geschichte 1500-1600,Kunst,Italien
BV000069955,ita,{'a': 'DE-83'},"Pizzorusso, Claudio",,,Ricerche su Cristofano Allori,Firenze,161 S.,"Allori, Cristofano",,,,,,Bildnis,Italien
BV000070256,ger,{'a': 'DE-Y2'},"Beny, Roloff",,,Italienische Reise,München u.a.,427 S.,,,,,,,,Italien
BV000070682,ger,{'a': 'DE-B170'},,,,Rainer Werner Fassbinder dreht Querelle,München,173 S.,"Fassbinder, Rainer Werner",,,Querelle,,,,
BV000070954,ger,{'a': 'DE-Y2'},"Waiblinger, Wilhelm",,,Werke und Briefe,Stuttgart,682 S.,"Waiblinger, Wilhelm",,,,,,Brief,
BV000071051,eng,{'a': 'DE-188'},"Barocchi, Paola",,,Il Bacco di Michelangelo,Firenze,28 S.,Michelangelo,,,,,Geschichte 1500-1600,Ikonographie,
BV000071629,ita,{'a': 'DE-Y2'},,,,Maioliche Cantagalli in donazione al Bargello,Firenze,31 S.,"Cini, Flavia Farina",Manifattura Cantagalli,,,,,Fayence,Italien
BV000072432,ita,{'a': 'DE-Y2'},"D'Onofrio, Cesare",,,Roma dal cielo,Roma,223 S.,,,,,,,Topografie,Rom
BV000074399,ger,{'a': 'DE-Hrs1'},"Blickle, Peter",,,Die Revolution von 1525,München [u.a.],326 S.,,,,,,Geschichte,Bauernkrieg,
BV000074514,eng,{'a': 'DE-Y3'},"Sparling, Tobin Andrews",,,The Great Exhibition,"New Haven, Conn.","X, 74 S., [8] Bl.",,Great Exhibition,Weltausstellung,,,,,
BV000074557,ger,{'a': 'DE-M493'},"Kubler, George",,,Die Form der Zeit,Frankfurt am Main,223 S.,"Kubler, George",,,,,Geschichte 1900-2000,Kunstgeschichtsschreibung,
BV000074571,ger,{'a': 'DE-235'},"Ḥabašī, Labīb",,,Die unsterblichen Obelisken Ägyptens,Mainz am Rhein,256 S.,,,,,,Geschichte 2500 v. Chr.-100 v. Chr.,Obelisk,Ägypten
BV000075025,ger,{'a': 'DE-Y2'},"Berger, Albrecht",,,Das Bad in der byzantinischen Zeit,München,172 S.,,,,,,,Kultur,Byzantinisches Reich
BV000075038,ger,{'a': 'DE-188'},"Achternbusch, Herbert",,,Das letzte Loch,Frankfurt am Main,117 S.,,,,Das letzte Loch,,,Letzte Loch (Film cinématographique),
BV000075292,ger,{'a': 'DE-154'},"Gombrich, Ernst H.",,,Ornament und Kunst,Stuttgart,420 S.,,,,,,"Geschichte 1840, ca. - 1940, ca.",Kunst,
BV000075431,eng,{'a': 'DE-Freis2'},"Fogarty, Gerald P.",,,The Vatican and the American hierarchy from 1870 to 1965,Stuttgart,"XXXI, 438 S.",,Bischofskonferenz der Vereinigten Staaten von Amerika,,,,Geschichte 1870-1960,Hierarchie,USA
BV000075771,ger,{'a': 'DE-706'},,,,Karl VII.,München,59 S.,Karl,,,,,,Geschichte,Germany
BV000076033,eng,{'a': 'DE-Y2'},"Cornell, Tim",,,Atlas of the Roman world,"New York, NY",240 S.,,,,,,Geschichte,Kultur,Römisches Reich
BV000076078,ger,{'a': 'DE-Y2'},,,,Aparchai,Pisa,S. 394 - 804,,,,,,,,
BV000076080,ita,{'a': 'DE-Y2'},,,,Aparchai,Pisa,229 S.,,,,,,,,
BV000077179,eng,{'a': 'DE-Y2'},,,,Renaissance and renewal in the twelfth century,"Cambridge, Mass.","XXX, 781 S.","Haskins, Charles Homer <1870-1937>",,,,,Geistesgeschichte 1100-1200,Kultur,Europa
BV000077369,ger,{'a': 'DE-83'},"Teichmann, Jürgen",,,Wandel des Weltbildes,München,313 S.,,,,,,Geschichte Anfänge-1630,Kultur,
BV000077402,eng,{'a': 'DE-Y2'},"Steer, John",,,Alvise Vivarini,Cambridge u.a.,"XIII, 311 S.","Vivarini, Alvise",,,,,,Bibliografie,
BV000077970,eng,{'a': 'DE-Y2'},"Greenhalgh, Michael",,,Donatello and his sources,New York,"IX, 226, [38] S.",Donatello,,,,,Geschichte 1500-1600,Fortleben,Italien
BV000078053,ger,{'a': 'DE-Y2'},"Schramm, Hans-Peter",,,Historische Malmaterialien und Möglichkeiten ihrer Identifizierung,Dresden,241 S.,,,,,,Geschichte 1400-1900,Untersuchungsmethode,
BV000078164,ger,{'a': 'DE-235'},,,,Die Ulmer Geographia des Ptolemäus von 1482,Weißenhorn,120 S.,"Ptolemaeus, Claudius",,,,,,Historische Kartografie,
BV000078405,eng,{'a': 'DE-739'},,,,Political leadership in contemporary Japan,Ann Arbor,"xiii, 145 Seiten",,,,,,,Politik,Japan
BV000078431,eng,{'a': 'DE-739'},"Thornbury, Barbara E.",,,Sukeroku's double identity,Ann Arbor,"x, 99 Seiten",,,,,,Geschichte 1700-1900,Kabuki,Tokio
BV000078460,ger,{'a': 'DE-Y3'},"Settis, Salvatore",,,Giorgiones Gewitter,,208 Seiten,Giorgione,,,,,,Malerei,
BV000079870,eng,{'a': 'DE-Y2'},,,,The Vatican,New York,398 S.,,,,,,,Kunst,Vatikanstadt
BV000079969,ita,{'a': 'DE-Y2'},,,,Incisori del Novecento nelle Venezie tra avanguardia e tradizione,Venezia,142 S.,,,,,,Geschichte 1900-1980,Druckgrafik,Venetien
BV000080463,ita,{'a': 'DE-Y2'},,,,Lessico etimologico italiano,Wiesbaden,1752 Sp.,,,,,,,,
BV000081210,fre,{'a': 'DE-Y2'},"Gutmann, Arnold",,,Guide de Paris,Paris,233 S.,,,,,,,Geschichte,Paris
BV000081219,ger,{'a': 'DE-Y2'},,,,The medieval Alexander legend and romance epic,"Millwood, N.Y. u.a.","XVIII, 288 Seiten","Ross, D. J. A.",,,,,Geschichte 1000-1400,Alexanderdichtung,
BV000081866,ger,{'a': 'DE-Y7'},"Schöne, Albrecht",,,"Götterzeichen, Liebeszauber, Satanskult",München,229 S.,"Goethe, Johann Wolfgang von",,,,,,Deutsch,
BV000082235,ita,{'a': 'DE-188'},,,,Guttuso,Firenze,238 S.,"Guttuso, Renato",,,,,,,
BV000082392,ger,{'a': 'DE-154'},,,,Doktor Faustus,Frankfurt am Main,175 S.,"Mann, Thomas",,,Doktor Faustus,,,Verfilmung,
BV000082555,lat,{'a': 'DE-188'},,,,Index Aureliensis,Aureliae Aquensis,568 S.,,,,,,,,
BV000082580,fre,{'a': 'DE-B220'},"Dykmans, Marc",,,Le cérémonial papal de la fin du moyen âge à la Renaissance,Bruxelles [u.a.],378 S.,Jacobus,,,,,,,
BV000082582,lat,{'a': 'DE-B220'},"Dykmans, Marc",,,Le cérémonial papal de la fin du moyen âge à la Renaissance,Bruxelles [u.a.],569 S.,Jacobus,,,,,,,
BV000082584,fre,{'a': 'DE-B220'},"Dykmans, Marc",,,Le cérémonial papal de la fin du moyen âge à la Renaissance,Bruxelles [u.a.],477 S.,,,,,,,,
BV000082586,lat,{'a': 'DE-B220'},"Dykmans, Marc",,,Le cérémonial papal de la fin du moyen âge à la Renaissance,Bruxelles [u.a.],343 S.,Petrus,,,,,,,
BV000082904,fre,{'a': 'DE-255'},,,,Les sculptures de Notre-Dame de Paris au Musée de Cluny,Paris,133 S.,,Musée des Thermes et de l'Hôtel de Cluny,,,,,Bauplastik,Notre-Dame
BV000082946,ger,{'a': 'DE-154'},"Kühlenthal, Michael",,,Der Passauer Dom und die Deckengemälde Carpoforo Tencallas,München [u.a.],106 S.,"Tencalla, Carpoforo",,,,,,Freskomalerei,Dom Passau
BV000082958,eng,{'a': 'DE-188'},"Freedberg, Sydney J.",,,Circa 1600,"Cambridge, Mass. [u.a.]",114 S.,"Caravaggio, Michelangelo Merisi da",,,,,Geschichte 1580 - 1620,Malerei,Italien
BV000082959,ger,{'a': 'DE-Y2'},,,,Artisti di quattro accademie straniere in Roma,Roma,108 S.,,Académie de France,,,,Geschichte 1900-2000,Artists,Rom
BV000083001,ita,{'a': 'DE-83'},"Peruzzi, Baldassarre",,,Trattato di architettura militare,Firenze,302 S.,"Peruzzi, Baldassarre",,,,,Geschichte 1500-1600,Stadtbefestigung,Italien
BV000083097,ita,{'a': 'DE-Y2'},"Nicoletti, Manfredi",,,D'Aronco e l'architettura liberty,Roma u.a.,254 S.,"D'Aronco, Raimondo",,,,,,"Decoration and ornament, Architectural",Italien
BV000083390,ger,{'a': 'DE-188'},,,,La peinture française du XVIIe siècle dans les collections américaines,Paris,"XX, 397 S.",,,,,,Geschichte 1700-1800,Sammlung,USA
BV000083549,ger,{'a': 'DE-Y3'},,,,"Beiträge zu Symbol, Symbolbegriff und Symbolforschung",Baden-Baden,244 S.,,,,,,,Symbolik,
BV000083730,eng,{'a': 'DE-20'},"Pouillon, Nadine",,,Braque,Paris,223 S.,"Braque, Georges",Musée national d'art moderne,,,,,,
BV000084266,ger,{'a': 'DE-739'},"Baum, Thomas",,,Staatsverschuldung und Stabilisierungspolitik in der Demokratie,Frankfurt am Main u.a.,"VII, 226 Seiten",,,,,,,Stabilitätspolitik,
BV000085016,ger,{'a': 'DE-B496'},,,,Ex Bibliotheca Regia Berolinensi,Berlin,"40, 56 S.",,Kupferstichkabinett,,,,Geschichte 1475-1670,Zeichnung,Deutschland
BV000085452,ger,{'a': 'DE-Y2'},"Rother, Almut",,,Korsika,Köln,329 S.,,,,,,,Geologie,Frankreich
BV000085648,ger,{'a': 'DE-M341'},"Simson, Jutta von",,,Der Bildhauer Albert Wolff,Berlin,255 S.,"Wolff, Albert",,,,,,Sculptors,Deutschland
BV000085651,eng,{'a': 'DE-Y2'},"Weinstein, Donald",,,Saints and society,Chicago u.a.,"XII, 314 S.",,,,,,Geschichte 1000-1700,Heiligenverehrung,Europa
BV000086133,ger,{'a': 'DE-M17'},,,,"Turin, Piemont, Aostatal",Hamburg,128 Seiten,,,,,,,,Piemont
BV000086429,fre,{'a': 'DE-Y2'},"Fernandez, Dominique",,,Dans la main de l'ange,Paris,454 S.,"Pasolini, Pier Paolo",,,,,,French fiction,
BV000086480,eng,{'a': 'DE-M29'},"Winternitz, Emanuel",,,Leonardo da Vinci as a musician,New Haven u.a.,"XXV, 241 S.",Leonardo,,,,,Geschichte 1500-1600,Fest,Italien
BV000086580,eng,{'a': 'DE-521'},"Kubler, George",,,Building the Escorial,"Princeton, NJ","XVI, 185, [92] S.","Herrera, Juan de",Real Monasterio de San Lorenzo de El Escorial,,,,Geschichte,Architektur,El Escorial
BV000086820,eng,{'a': 'DE-Y7'},"Podro, Michael",,,The critical historians of art,New Haven u.a.,"XXVI, 257 S.","Warburg, Aby Moritz",,,,,Geschichte 1820-1930,Kunsthistoriker,Mitteleuropa
BV000086891,eng,{'a': 'DE-Y3'},,,,Funktionen des Fiktiven,München,"567 Seiten, 7 ungezählte Seiten Bildtafeln",,,,,,,Fiktion,
BV000087009,fre,{'a': 'DE-Y2'},,,,Pratiques et discours alimentaires à la Renaissance,Paris,305 S.,,,,,,Geschichte 1400-1600,Ess- und Trinksitte,
BV000087012,eng,{'a': 'DE-Y2'},"Williams, Robert D.",,,Virgil,London,"IX, 143 S.","Vergilius Maro, Publius",,,,,,Rezeption,
BV000087238,ger,{'a': 'DE-739'},"Scheuer, Manfred",,,Wirkungen einer Auslandsverschuldung des Staates bei flexiblen Wechselkursen,Frankfurt am Main ; Bern,119 Seiten,,,,,,,Auslandsschulden,Deutschland
BV000087514,eng,{'a': 'DE-739'},"Chiat, Marilyn J.",,,Handbook of synagogue architecture,"Chico, Calif.","XII, 404 S.",,,,,,Geschichte 63 v. Chr.-395,Altertum,Palästina
BV000087773,ger,{'a': 'DE-188'},"Hansmann, Wilfried",,,Gartenkunst der Renaissance und des Barock,Köln,310 S.,,,,,,Geschichte 1500-,Barock,Europa
BV000087918,ger,{'a': 'DE-739'},,,,Kundendienst-Management,Frankfurt am Main ; Bern,"VIII, 303 S.",,,,,,,Kundendienst,
BV000087947,fre,{'a': 'DE-Y2'},"Cloulas, Ivan",,,Laurent le Magnifique,Paris,421 S.,"Medici, Lorenzo de'",,,,,,Biografie,
BV000088360,ger,{'a': 'DE-Y2'},"Procacci, Giuliano",,,Geschichte Italiens und der Italiener,München,419 S.,,,,,,Geschichte 1000-1964,Geistesgeschichte,Italien
BV000088660,ita,{'a': 'DE-Y2'},"Ghisetti Giavarina, Adriano",,,Cola dell'Amatrice architetto e la sperimentazione classicistica del Cinquecento,Napoli,166 S.,Cola,,,,,,Architektur,Italien
BV000089097,eng,{'a': 'DE-Y2'},"Du Prey, Pierre de La Ruffinière",,,John Soane,Chicago u.a.,"XXIV, 408 S.","Soane, John",,,,,,Neoclassicism (Architecture),
BV000089313,dut,{'a': 'DE-Y2'},"Blotkamp, Carel",,,Pyke Koch,Utrecht,116 S.,"Koch, Pyke",,,,,,Malerei,
BV000089566,eng,{'a': 'DE-Y2'},"Links, J. G.",,,Canaletto,"Ithaca, NY",239 S.,"Canal, Antonio",,,,,Geschichte 1720-1769,Ortsansicht,Venedig
BV000089803,ger,{'a': 'DE-355'},"Belting, Hans",,,Das Ende der Kunstgeschichte?,München,91 S.,,,,,,Geschichte 1900-1995,Kunstgeschichtsschreibung,
BV000090141,ita,{'a': 'DE-Y2'},"Solmi, Angelo",,,Lady Hamilton,Milano,341 S.,"Hamilton, Emma",,,,,Geschichte 1700-1800,Mistresses,Italien
BV000090248,ita,{'a': 'DE-Y2'},"Mantese, Giovanni",,,Memorie storiche della Chiesa vicentina,Vicenza,"XXXIV, 532 S.",,,,,,,,
BV000090249,ita,{'a': 'DE-Y2'},"Mantese, Giovanni",,,Memorie storiche della Chiesa vicentina,Vicenza,S. 536 - 1029,,,,,,,,
BV000090593,ger,{'a': 'DE-188'},"Hensel, Fanny",,,Italienisches Tagebuch,[Frankfurt],187 S.,"Hensel, Fanny",,,,,Geschichte 1800-1900,Tagebuch,Italien
BV000090906,eng,{'a': 'DE-Y2'},"Christiansen, Keith",,,Gentile da Fabriano,"Ithaca, NY","IX, 193 S.",Gentile,,,,,,Painters,Italien
BV000092067,ger,{'a': 'DE-Freis2'},"Topić-Mersmann, Wiltrud",,,Rosenfenster und Himmelskreise,Mittenwald,111 S.,,,,,,Geschichte 1140-1520,Ikonographie,
BV000092124,ger,{'a': 'DE-634'},,,,Irische Kunst aus drei Jahrtausenden,Mainz am Rhein,203 S.,,,,,,Geschichte 1500 v. Chr.-1500,Kunst,Irland
BV000092196,ger,{'a': 'DE-Y7'},,,,"Philipp Hackert, Zehn Aussichten von dem Landhause des Horaz, 1780",Düsseldorf,31 S.,"Hackert, Jakob Philipp",,,,,,,
BV000092477,ger,{'a': 'DE-91'},,,,Farbige Holzbildwerke des 14. Jahrhunderts,Stuttgart,56 S.,,Landesmuseum Württemberg,,,,Geschichte 1200-1500,Plastik,Bodensee-Gebiet
BV000092596,ger,{'a': 'DE-Y2'},,,,Bruno Bruni,Offenbach am Main,159 S.,"Bruni, Bruno",,,,,,,
BV000093540,ger,{'a': 'DE-Y3'},,,,Theorien der Kunst,Frankfurt am Main,636 S.,,,,,,Geschichte 1930-1980,Quelle,
BV000093573,eng,{'a': 'DE-Y7'},"Wilton, Andrew",,,Turner abroad,London,"78, 128 S.","Turner, Joseph Mallord William",,,,,Geschichte 1800-1900,Reise,Europa
BV000093921,ita,{'a': 'DE-Y2'},"Gnudi, Cesare",,,L' arte gotica in Francia e in Italia,Torino,"XV, 211, [141] S.",,,,,,Geschichte 1200-1400,Kunst,Italien
BV000094011,fre,{'a': 'DE-83'},"Pérouse de Montclos, Jean-Marie",,,L' architecture à la française,Paris,350 S.,,,,,,Geschichte 1500-1700,Kunstbetrachtung,Europa
BV000094014,eng,{'a': 'DE-188'},,North Carolina Museum of Art,,Introduction to the collections,Chapel Hill,"XVI, 295 S.",,North Carolina Museum of Art,,,,,Kunst,
BV000094074,ger,{'a': 'DE-Y2'},"Leonhard, Joachim-Felix",,,Die Seestadt Ancona im Spätmittelalter,Tübingen,"XII, 506 S.",,,,,,Geschichte 1130-1404,Handel,Europa
BV000094102,ger,{'a': 'DE-Y2'},,,,2000 Jahre Vergil,Wiesbaden,"VIII, 221 S.","Vergilius Maro, Publius",,,,,,Rezeption,
BV000095058,fre,{'a': 'DE-Y2'},,,,Les jeux à la Renaissance,Paris,"736, XX S.",,,,,,Geschichte 1420-1600,Kultur,
BV000095067,ita,{'a': 'DE-188'},"Gemin, Massimo",,,La chiesa di S. Maria della Salute e la cabala di Paolo Sarpi,Abano Terme,294 S.,"Sarpi, Paolo","Chiesa di S. Maria della salute (Venice, Italy)",,,,,Kabbala,Santa Maria della Salute
BV000095120,eng,{'a': 'DE-M341'},"Meiss, Millard",,,Francesco Traini,"Washington, DC","XXIV, 100, ca. 50 S.","Traini, Francesco",,,,,,"Painting, Gothic",Italien
BV000095124,ger,{'a': 'DE-M508'},,,,Goethe in der Medaillenkunst,Frankfurt am Main,343 S.,"Goethe, Johann Wolfgang von",Historisches Museum Frankfurt,,,,,Medaille,
BV000095474,swe,{'a': 'DE-Y2'},,,,Imagines medievales,Uppsala,398 S.,,,,,,Geschichte 500-1500,Kunst,Nordeuropa
BV000095813,ger,{'a': 'DE-Y7'},"Schahl, Adolf",,,Die Kunstdenkmäler des Rems-Murr-Kreises,München u.a.,"XVIII, 858 S.",,,,,,,,
BV000095814,ger,{'a': 'DE-Y7'},"Schahl, Adolf",,,Die Kunstdenkmäler des Rems-Murr-Kreises,München u.a.,S. 859 - 1701,,,,,,,,
BV000095965,ger,{'a': 'DE-11'},"Gallas, Klaus",,,Byzantinisches Kreta,München,502 S.,,,,,,Geschichte 400-1669,Geschichte,Byzantinisches Reich
BV000096000,ger,{'a': 'DE-384'},,,,Hebräische Handschriften,Wiesbaden,"XX, 416 S.",,,,,,,,
BV000096501,ger,{'a': 'DE-Re5'},,,,Platonismus und Christentum,"Münster, Westfalen","XV, 328 S.","Dörrie, Heinrich",,,,,,Christentum,
BV000101525,pol,{'a': 'DE-188'},,,,Katalog zabytków sztuki w Polsce,Warszawa,"XVII, 126, [140] S.",,,,,,,,
BV000101722,bul,{'a': 'DE-188'},,,,Izsledvanija vărchu architekturata na bălgarskoto srednovekovie,Sofija,259 S.,,,,,,Geschichte 870-1400,Klosteranlage,Bulgarien
BV000106465,eng,{'a': 'DE-M157'},,,,Thesaurus librorum,Wiesbaden,435 S.,,Bayerische Staatsbibliothek,,,,Geschichte 0700-1500,Bibliotheksbestand,Deutschland
BV000106552,ger,{'a': 'DE-188'},,,,Bisanzio e l'Italia,Milano,"XVII, 420 S.",,,,,,,Kulturbeziehungen,Byzantinisches Reich
BV000106599,ger,{'a': 'DE-Y2'},"Zugermeier, Klaus A.",,,Leben und Werk des großherzoglich-oldenburgischen Oberbaurats Hero Diedrich Hillerns,Oldenburg,231 S.,"Hillerns, Hero Diedrich",,,,,Geschichte 1800-1900,Architecture,Deutschland
BV000106794,ita,{'a': 'DE-Y2'},,,,Il mio Morandi,Torino,"132 S., 12 Bl.","Morandi, Giorgio",,,,,Geschichte 1900-2000,Painters,Italien
BV000106809,ger,{'a': 'DE-11'},,,,"Modelle, Konstruktion der Wirklichkeit",München,317 S.,,,,,,,Pragmatismus,
BV000106937,ger,{'a': 'DE-11'},,,,Corpus der byzantinischen Miniaturenhandschriften,Stuttgart,"XXXII, 397 S.",,Bodleian Library,,,,,Buchmalerei,
BV000106939,ger,{'a': 'DE-11'},,,,Corpus der byzantinischen Miniaturenhandschriften,Stuttgart,"XII, 282 S.",,Bodleian Library,,,,,Buchmalerei,
BV000106953,ita,{'a': 'DE-11'},"Quacquarelli, Antonio",,,Retorica e iconologia,Bari,"VII, 257 S.",,,,,,Geschichte 0030-0600,Kirchenväter,
BV000106980,eng,{'a': 'DE-188'},"Hinde, Catherine A.",,,Journal of a tour made in Italy in the winter of the years 1819 and 1820,Genéve,123 S.,"Hinde, C. A",,,,,,,Italien
BV000106982,fre,{'a': 'DE-188'},,,,Voyage d'Italie (1606),Genéve,111 S.,,,,,,,,Italien
BV000107294,ger,{'a': 'DE-Y2'},"Goethe, Johann Wolfgang von",,,Briefe aus Italien,München,195 S.,"Goethe, Johann Wolfgang von",,,,,Geschichte 1700-1800,"Authors, German",Italy
BV000107817,ita,{'a': 'DE-Y2'},"Calvesi, Maurizio",,,La metafisica schiarita,Milano,275 S.,"Carrà, Carlo",,,,,Geschichte 1900-2000,Pittura metafisica,Italien
BV000107979,ita,{'a': 'DE-Y2'},"De Lorenzi, Giovanna",,,Jean-Jacques Henner e lo spiritualismo,Firenze,83 S.,"Henner, Jean-Jacques",,,,,Geschichte 1800-1900,Philosophie,Frankreich
BV000108396,eng,{'a': 'DE-634'},"Rykwert, Joseph",,,The necessity of artifice,New York,143 S.,,,,,,Geschichte 1900-1980,Bauornament,
BV000108455,ita,{'a': 'DE-Y2'},,,,Storia monastica ligure e pavese,Cesena,437 S.,,Benedictines,,,,Geschichte 1200-1500,Kloster,Ligurien
BV000109005,ita,{'a': 'DE-Y2'},"Collareta, Marco",,,Calici italiani,Firenze,33 S.,,Museo Nazionale del Bargello,,,,Geschichte 1400-1600,Kelch,Italien
BV000109007,eng,{'a': 'DE-Y2'},"Pollard, John Graham",,,Medaglie italiane del Rinascimento,Firenze,30 S.,,Museo Nazionale del Bargello,,,,Geschichte 1420-1600,Renaissance,Italien
BV000109094,eng,{'a': 'DE-Y2'},"McKitterick, Rosamond",,,The Frankish kingdoms under the Carolingians 751 - 987,London u.a.,"XIV, 414 S.",Karolinger,,,,,Geschichte 0751-0987,Ikonographie,Fränkisches Reich
BV000109175,fre,{'a': 'DE-188'},"Coulet, Noël",,,Le roi René,Aix-en-Provence,242 S.,René,,,,,,Rois et souverains - Biographies,Provence (France)
BV000109309,ger,{'a': 'DE-Y2'},"Deichmann, Friedrich Wilhelm",,,"Rom, Ravenna, Konstantinopel, Naher Osten",Wiesbaden,"X, 837 S.",,,,,,Geschichte 300-500,Kultur,Byzantinisches Reich
BV000109311,eng,{'a': 'DE-Y2'},"Lerski, Hanna H.",,,William Jay,Lanham u.a.,"XX, 355 S., Ill.","Jay, William",,,,,Geschichte 1817-1822,Architektur,USA
BV000109401,ita,{'a': 'DE-Y2'},,,,Morra,Milano,118 Seiten,"Morra, Savina",,,,,,,
BV000109612,ita,{'a': 'DE-19'},,,,Il Lazio nell'antichità romana,Roma,"V, 685 S.",,,,,,,Römerzeit,Latium
BV000109616,ger,{'a': 'DE-Y3'},,,,"Einblicke, Einsichten, Aussichten",Berlin,319 Seiten,,Staatliche Museen zu Berlin,,,,,Zeitschrift,
BV000109799,eng,{'a': 'DE-Y2'},"Stubblebine, James H.",,,Dugento painting,"Boston, Mass.","XIII, 290 S.",,,,,,Geschichte 1200-1300,Malerei,Italien
BV000110300,ger,{'a': 'DE-Y2'},"Lehmann-Brockhaus, Otto",,,Abruzzen und Molise,München,756 S.,,,,,,,Geschichte,Italien
BV000110414,ita,{'a': 'DE-384'},"Antonioni, Michelangelo",,,Quel bowling sul Tevere,Torino,224 S.,,,,,,,Liebesgeschichte,
BV000110577,ger,{'a': 'DE-M341'},"Oberhuber, Konrad",,,Raphaels Transfiguration,Stuttgart,80 S.,Raffael,,,Verklärung Christi,,Geschichte 1500-1600,Ikonographie,
BV000110603,ger,{'a': 'DE-11'},"Heinz, Werner",,,Römische Thermen,München,222 S.,,,,,,Geschichte,Kunst,
BV000110644,ita,{'a': 'DE-209'},"Di Sopra, Luciano",,,Palmanova,Milano,147 S.,,,,,,,,Palmanova
BV000110648,ita,{'a': 'DE-Y2'},"Rizzi, Paolo",,,Storia della Biennale,Milano,117 S.,,Biennale di Venezia - * 1895-1982,Biennale di Venezia,,,,Geschichte,
BV000110712,eng,{'a': 'DE-Y2'},"Jenkins-Madina, Marilyn",,,Islamic jewelry in the Metropolitan Museum of Art,New York,160 S.,,Metropolitan Museum of Art,,,,,Islam,
BV000110714,ger,{'a': 'DE-355'},,,,Hommage à Günther Franke,München,221 S.,"Beckmann, Max",Galerie Günther Franke,,,,Geschichte 1914-1976,Kunst,Deutschland
BV000111213,ita,{'a': 'DE-Y2'},,,,Iconografia di San Benedetto nella pittura della Toscana,Firenze,555 S.,Benedikt,Hunan-Chengshi-Xueyuan,,,,Geschichte 700-1700,Geschichte,Toskana
BV000111716,ger,{'a': 'DE-Y3'},"Lademacher, Horst",,,Geschichte der Niederlande,Darmstadt,"XVIII, 577 Seiten, 16 ungezählte Seiten Tafeln",,,,,,Geschichte 1579-1949,Judenverfolgung,Niederlande
BV000111791,ita,{'a': 'DE-Y2'},"Romby, Giuseppina Carla",,,La costruzione dell'architettura nel Cinquecento,Firenze,159 S.,,,,,,Geschichte 1500-1600,Städtebau,Italien
BV000111869,ita,{'a': 'DE-Y2'},"Botta, Mario",,,La casa rotonda,Milano,111 S.,"Botta, Mario","Casa rotonda (Stabio, Switzerland)",,,,Geschichte 1900-2000,Rundhaus,Stabio
BV000111946,eng,{'a': 'DE-Y2'},"Bryce, Judith",,,Cosimo Bartoli,Genéve,358 S.,"Bartoli, Cosimo",,,,,Geschichte 1500-1600,Bildnis,Florence (Italy)
BV000112004,eng,{'a': 'DE-Y2'},,,,The Ruskin polygon,Manchester,"XII, 284 S.","Ruskin, John",,,,,Geschichte 1800-1900,Gotik,England
BV000112051,ita,{'a': 'DE-Y2'},"Focillon, Henri",,,Hokusai,Bologna,191 S.,"Katsushika, Hokusai","Museum of Fine Arts, Boston",,,,Geschichte 625-1240,Anthologie,
