id,language_code,holdings,author_person,author_corporate,author_uniform,title,publication,physical_description,subject_personal,subject_corporate,subject_meeting,subject_uniform_title,subject_named_event,subject_chronological,subject_topical,subject_geographic 
BV001340622,eng,{'a': 'DE-Y2'},"Baron, Hans",,,The crisis of the early Italian Renaissance,"Princeton, NJ","XXVIII, 584 S.","Alberti, Leon Battista",,,,,Geschichte 1420-1490,Renaissance,Italien
BV001340971,ger,{'a': 'DE-226'},,,,Die Denkmalpflege als Plage und Frage,München u.a.,"XII, 196 Seiten",,,,,,,Denkmalpflege,Süddeutschland
BV001341055,ita,{'a': 'DE-Y2'},"Cardini, Franco",,,Le feste in Toscana tra medioevo ed età moderna,Pistoia,15 S.,,,,,,Geschichte 1200-1600,Fest,Toskana
BV001341337,ger,{'a': 'DE-11'},"Demandt, Alexander",,,Die Spätantike,München,"XVIII, 612 S.",,,,,,Geschichte 284-565,Spätantike,Römisches Reich
BV001341923,lat,{'a': 'DE-Y7'},"Gaurico, Pomponio",,,De sculptura,Genève,"288, 19 S.",,,,,,Geschichte 1504,Kunstbetrachtung,Italien
BV001341986,ita,{'a': 'DE-188'},"Pedretti, Carlo",,,Studi Vinciani,Genève,306 S.,Raffael,,,,,,,
BV001341993,eng,{'a': 'DE-83'},"Pedretti, Carlo",,,A chronology of Leonardo da Vinci's architectural studies after 1500,Genève,184 S.,Leonardo,,,,,,Chronologie,
BV001342002,fre,{'a': 'DE-473'},"Thenaud, Jean",,,La lignée de Saturne,Genève,174 S.,,,,,,,,
BV001342211,fre,{'a': 'DE-Bo133'},,,,Bestandserschließung und Bibliotheksstruktur,Wiesbaden,244 S.,"Kluth, Rolf",,,,,,Struktur,Deutschland
BV001342727,ita,{'a': 'DE-Y2'},,,,Il Palazzo Carandini di Modena,Modena,167 S.,,,,,,,Kunst,Palazzo Carandini
BV001343309,ita,{'a': 'DE-Y2'},"Gnoli, Raniero",,,Marmora romana,Roma,289 S.,,,,,,,Marmorplastik,Rom
BV001343349,ita,{'a': 'DE-Y2'},"Fortis, Umberto",,,Il Ghetto sulla laguna,Venezia,128 S.,,,,,,Geschichte 1516-1797,Getto,Venedig
BV001343561,ita,{'a': 'DE-Y2'},"Paoletta, Erminio",,,"Storia, arte e latino nella bronzea porta di Castel Nuovo a Napoli",Napoli,"142, [32] S.",,,,,,,Bronzetür,Castel Nuovo
BV001343960,ger,{'a': 'DE-B768'},"Pevsner, Nikolaus",,,Architektur und Design,München,543 S.,,,,,,Geschichte 1800-2000,Design,
BV001347980,ita,{'a': 'DE-Y2'},"Santolini Giordani, Rita",,,Antichità Casali,Roma,"254, LVII S.",Casali,"Villa Casali (Rome, Italy)",,,,Geschichte 1600-1884,Ausgrabung,Villa Casali
BV001348073,eng,{'a': 'DE-Y2'},"Griffiths, Antony",,,The Department of Prints and Drawings in the British Museum,London,"VIII, 189 S.",,Britisches Museum,,,,,,
BV001348300,ita,{'a': 'DE-11'},"Angelucci, Giulio Anastasio",,,Memorie istoriche per servire di guida al forestiero in Arezzo,Firenze,152 S.,,,,,,,Architecture,Arezzo (Italy)
BV001348570,ger,{'a': 'DE-M17'},,,,Deutsche Kunstbibliotheken,München,101 S.,,,,,,,Kunstbibliothek,Deutschland
BV001348593,ger,{'a': 'DE-Y2'},"Winterfeld, Dethard von",,,Der Dom in Bamberg,Berlin,415 S.,,,,,,Geschichte 1007-1237,Architektur,Dom Bamberg
BV001348801,eng,{'a': 'DE-Y2'},"Cormack, Robin",,,The Byzantine eye,London,Getr. Zählung,,,,,,,Kunst,Byzantinisches Reich
BV001349576,ita,{'a': 'DE-Y2'},,,,Puglia e Basilicata tra medioevo ed età moderna,Galatina,"XII, 514, XCVI S.","Fonseca, Cosimo Damiano",,,,,,Geschichte,Basilicata
BV001349649,ita,{'a': 'DE-Y2'},"Abati Olivieri Giordani, Annibale degli",,,Delle figline Pesaresi e di un larario puerile trovato in Pesaro,Pesaro,XXII S.,,,,,,,,
BV001351466,ita,{'a': 'DE-Y2'},"Agrippa, Camillo",,,Nuove inventioni sopra il modo di navigare,Roma,,,,,,,,,
BV001351585,ger,{'a': 'DE-188'},"Adelung, Friedrich von",,,"Altdeutsche Gedichte in Rom, oder fortgesetzte Nachrichten von Heidelbergischen Handschriften in der Vatikanischen Bibliothek",Königsberg,"XXXII, 332 S.",,,,,,,,
BV001351914,ita,{'a': 'DE-Y2'},"Adriani, Giovanni Battista",,,Istoria de' suoi tempi,Venetia,T. 1.2.,,,,,,,,
BV001351982,ita,{'a': 'DE-Y2'},"Adrichem, Christiaan van",,,Breve descrittione della citta di Gierusalemme,Verona,,,,,,,,,
BV001352110,ita,{'a': 'DE-Y2'},"Alberti, Leon Battista",,,Deiphira,Venetia,,,,,,,,,
BV001352113,ita,{'a': 'DE-Y2'},"Alberti, Leon Battista",,,Hecatomphila,Venetia,,,,,,,,,
BV001352347,ita,{'a': 'DE-Y2'},"Albertolli, Giocondo",,,Ornamenti diversi,Milano,,,,,,,,"Decoration and ornament, Architectural",
BV001352561,ita,{'a': 'DE-Y2'},"Affò, Ireneo",,,Vita Del Graziosissimo Pittore Francesco Mazzola Detto Il Parmigianino,Parma,"VIII, 111 Seiten",Parmigianino,,,,,,Painters,Italien
BV001352773,lat,{'a': 'DE-Y2'},"Alciati, Andrea",,,Andreae Alciati ... Emblemata,Lugduni Batavorum,"718 S., 19 Bl.",,,,,,,,
BV001353822,ita,{'a': 'DE-Y2'},"Ammirato, Scipione",,,Vescovi di Fiesole di Volterra e d'Arezzo,Firenze,,,,,,,Geschichte 720-1633,Bischof,Fiesole
BV001353897,ita,{'a': 'DE-Y2'},,,,Amore prigioniero in Delo,Bologna,,,,,,,,,
BV001354898,lat,{'a': 'DE-Y2'},"Amaseo, Romolo",,,Oratio habita in funere Pauli III. Pont. Max.,Bononiae,90 S.,,,,,,,,
BV001355615,ita,{'a': 'DE-Y2'},"Angeli, Bonaventura",,,"La historia della citta di Parma, et la descrittione del fiume Parma",Parma,"88 Bl., 783 S.",,,,,,,,
BV001355946,ita,{'a': 'DE-Y2'},"Antolini, Giovanni Antonio",,,L' ordine dorico ossia il Tempio d'Ercole nella città di Cori,,"XIX Seiten, IV Tafeln, Seiten XXI - XXIII",,"Temple of Hercules (Cori, Italy)",,,,,Baurecht,Cori
BV001355947,ita,{'a': 'DE-Y2'},"Antolini, Giovanni Antonio",,,"Il tempio di Minerva in Assisi confrontato colle tavole di Andrea Palladio, Architetto di Vicenza",,"28 Seiten, X Tafeln, [3] Blatt",,,,,,,,
BV001356492,fre,{'a': 'DE-Y2'},"Anville, Jean Baptiste Bourguignon d'",,,"Analyse Géographique De L'Italie, Dédiée A Monseigneur Le Duc D'Orleans, Premier Prince Du Sang","De l'Imprimerie de Claude Simon, Pere","xl, 288 Seiten, 2 ungezählte Seiten, 3 ungezählte gefaltete Blätter Tafeln",,,,,,Geschichte 1744,Karte,Italien
BV001356769,ger,{'a': 'DE-Y2'},"Archenholz, Johann Wilhelm von",,,Kleine historische Schriften,Berlin,Bd. 1,,,,,,,,
BV001356810,fre,{'a': 'DE-Y2'},"Arclais de Montamy, Didier-François d'",,,Traité Des Couleurs Pour La Peinture En Émail Et Sur La Porcelaine,Paris,"LII, 287 S.",,,,,,,Porzellanmalerei,
BV001356970,ger,{'a': 'DE-70'},"Apin, Siegmund Jacob",,,Anleitung wie man die Bildnüsse berühmter und gelehrter Männer mit Nutzen sammlen und denen dagegen gemachten Einwendungen gründlich begegnen soll,Nürnberg,"[8] Bl., 192 S., [12] Bl.",,,,,,Geschichte 1500-1728,Sammlung,
BV001357124,ita,{'a': 'DE-154'},"Bruni, Leonardo",,,La historia universale de suoi tempi,Venetia,236 Bl.,,,,,,Geschichte,Geschichte,Florenz
BV001357438,fre,{'a': 'DE-Y2'},"Argens, Jean-Baptiste de Boyer d'",,,Examen critique des differentes ecoles de peinture,Berlin,,,,,,,,Painting,
BV001357733,ita,{'a': 'DE-Y2'},"Ariosto, Ludovico",,,Orlando furioso,Vinegia,,"Ariosto, Ludovico",,,,,,Bühnenbearbeitung,
BV001359316,ita,{'a': 'DE-Y2'},"Malvasia, Carlo Cesare",,,"Le Pitture Di Bologna Che nella pretesa, e rimostrata sin'ora da altri maggiore antichità, e impareggiabile eccellenza nella Pittura, con manifesta evidenza di fatto, rendono Il Passeggiere Disingannato, ed Instrutto",In Bologna,"xxxj Seiten, 1 ungezähltes Blatt, 396 Seiten",,,,,,Geschichte 1686,Reiseliteratur,Bologna
BV001361030,ita,{'a': 'DE-Y2'},"Bacci, Andrea",,,Del Tevere,Venetia,,,,,,,,,
BV001361451,ita,{'a': 'DE-Y2'},"Bamonte, Giuseppe",,,Le antichità Pestane,Napoli,,,,,,,,,Paestum (Italie)
BV001361499,ita,{'a': 'DE-Y2'},"Bandini, Angelo Maria",,,"Lettere XII. ad un amico, nelle quali si ricerca ... l'antica e moderna situazione della città di Fiesole e suoi contorni",Firenze,172 Spalten,,,,,,,,
BV001361976,ita,{'a': 'DE-Y2'},"Bartoli, Baldassare",,,Le glorie maestose del Santuario di Loreto,Macerata,,Maria,Casa Santa,,,,Geschichte -1550,Geschichte,Santa Casa
BV001361982,ita,{'a': 'DE-Y2'},"Bartoli, Baldassare",,,Le glorie maestose del Santuario di Loreto,Macerata,,Maria,Franziskaner,,,,Geschichte -1550,Geschichte,Jerusalem
BV001361985,lat,{'a': 'DE-Y2'},"Bartoli, Baldassare",,,De Sanctuario Lauretano Almae Virginis Domo Relatio,Maceratae,238 S.,Maria,Franziskaner,,,,Geschichte -1550,Heiligtum,Palästina
BV001361987,ita,{'a': 'DE-154'},"Bartoli, Cosimo",,,Discorsi historici universali,Genova,350 S.,,,,,,,,
BV001362135,fre,{'a': 'DE-128'},"Barbault, Jean",,,Recueil de divers Monumens anciens répandus en plusieurs endroits de l'Italie,Rome,,,,,,,,,
BV001362149,ita,{'a': 'DE-Y2'},Francesco,,,Documenti d'Amore,S.l.,,,,,,,,Poesía italiana,
BV001362200,ita,{'a': 'DE-Y2'},"Baruffaldi, Girolamo",,,Della Tipografia Ferrarese,Ferrara,96 S.,,,,,,,,
BV001362497,ita,{'a': 'DE-Y2'},"Barca, Alessandro",,,Saggio sopra il bello di proporzione in Architettura,Bassano,,,,,,,,Architektur,
BV001362824,ita,{'a': 'DE-Y2'},"Baldassini, Girolamo",,,Memorie Istoriche Dell'Antichissima E Regia Città Di Jesi,Jesi,"XXIV, 392, CLXIV, 19 S.",,,,,,,,
BV001363091,ita,{'a': 'DE-Y2'},"Ballarini, Francesco",,,"Compendio delle croniche della città di Como raccolto da diversi auttori, diviso in tre parti ...",In Como,"[44], 335 S.",,,,,,Geschichte 400-1619,,Como
BV001363573,lat,{'a': 'DE-Y2'},,,,Martyrologium Romanum,Venetia,,Gregor,,,,,,,
BV001365627,ita,{'a': 'DE-Y2'},"Bembo, Pietro",,,Della historia vinitiana,Vinegia,,,,,,,,,
BV001365665,lat,{'a': 'DE-Y2'},"Bembo, Pietro",,,De Guido Ubaldo Feretrio deg. Elisabeta Gonzagia Urbini ducibus,Roma,"8 Bl., 128 S.",Guidobaldo,,,,,,,
BV001366015,ita,{'a': 'DE-Y2'},"Benaglia, Giovanni",,,"Relatione Del Viaggio Fatto à Constantinopoli, e ritorno in Germania, Dell'Ill.mo Sig. Conte Alberto Caprara Gentilhuomo della Camera Dell'Imperatore E da esso mandato come Internuntio Straordinario, e Plenipotentiario per trattare la continuatione della Tregua","In Roma, & in Milano","8 ungezählte Seiten, 159 Seiten","Caprara, Alberto",,,,,Geschichte 1682,Reise,Konstantinopel
BV001366018,ita,{'a': 'DE-Y2'},"Benamati, Giovanni B.",,,Istoria della citta di Guastalla,Parma,,,,,,,,Geschichte,Guastalla (Italy)
BV001366195,ita,{'a': 'DE-Y2'},"Belli, Francesco",,,Osservazioni nel viaggio,Venetia,,,,,,,,,Europe
BV001366487,lat,{'a': 'DE-Y2'},"Berger, Johann Wilhelm von",,,Jo. Guil. De Berger Sac. Caes. Mai. Atque In Aula Potentiss Polon. Regis Ac Pr. Elect. Saxon. Consiliarius Historiographus Regius Eloq. Prof. Publ. Alu Mnor. Regio El. Ephorus Ordinis Sui Ac To Tius Academiae Senior Biblioth Acad. Director De Monimentis Veteribus Musei Dresenensis Regii,Vitembergae,"[1] Bl., 26 S.",,,,,,,,
BV001366758,ger,{'a': 'DE-11'},"Benkowitz, Karl Friedrich",,,Reisen von Neapel in die umliegenden Gegenden,Berlin,"V, 402 S., [1] Bl.",,,,,,,,
BV001368084,lat,{'a': 'DE-Y2'},"Bernini, Domenico",,,Il tribunale della S. Rota Romana,In Roma,"[11] Bl., 331 S., [9] Bl.",,,,,,,,
BV001369348,ger,{'a': 'DE-Y2'},,,,"Historische Beschreibung der vom Anton Maulbertsch k. k. Kammermahler ... am Bibliotheksgewölbe der königlichen Prämonstratenserordens-Kanonie, am Berge Sion zu Prag, im Jahre 1794, in einem zusammenhangenden Platfond in Fresko dargestellten Kalkmahlerei",Prag,"[9] Blatt, 26 Seiten","Maulbertsch, Franz Anton",Strahovská Knihovna,,,,,Freskomalerei,
BV001370270,lat,{'a': 'DE-Y2'},"Biagi, Clemente",,,Monumenta graeca ...,Roma,,,,,,,,,
BV001370271,lat,{'a': 'DE-Y2'},"Biagi, Clemente",,,Monumenta graeca et latina,Roma,,,,,,,,,
BV001370317,ita,{'a': 'DE-Y2'},"Biancolini, Giovanni B.",,,Dei Vescovi e governatori di Verona dissertazioni due,Verona,,,,,,,,,
BV001372486,ita,{'a': 'DE-Y2'},"Birlic, Giovanni",,,"Historia della vita di Carlo V, duca di Lorena e di Bar",Venetia,,Karl,,,,,,,
BV001372984,lat,{'a': 'DE-Di1'},"Biondo, Flavio",,,Blondi Flauii Forliuiensis de Roma triu[m]pha[n]te libri dece[m],Venetiis,"12 ungezählte Seiten, CXXXIII Blätter",,,,,,,,
BV001373442,ita,{'a': 'DE-Y2'},"Boccaccio, Giovanni",,,Il Decamerone,Vinegia,,,,,,,,,
BV001374835,fre,{'a': 'DE-Y2'},"Dujardin, Bénigne",,,La Vie de Pierre Aretin,Haye,,,,,,,,,
BV001374876,fre,{'a': 'DE-Y2'},"Buonaparte, Jacopo",,,Sac de Rome,Florence,,,,,,,,,
BV001375371,ita,{'a': 'DE-Y2'},Vignola,,,Manuale di Architettura,Roma,"44, 12 S.",,,,,,,,
BV001375517,ita,{'a': 'DE-Y2'},"Bonoli, Girolamo",,,Storia di Lugo ed annessi,Faenza,"XXIV, 631 Seiten",,,,,,,,
BV001375646,ita,{'a': 'DE-19'},"Bonucci, Anton Maria",,,Istoria Della Vita Di Bianca Teresa Massei Buonvisi,In Roma,"12 ungezählte Seiten, 202 Seiten, 3 ungezählte Seiten, 1 ungezähltes Blatt Tafel","Massei Buonvisi, Bianca Teresa",,,,,,Brief,
BV001375860,fre,{'a': 'DE-Y2'},"Bouhours, Dominique",,,Les entretiens d'Ariste et d'Eugène,Paris,,,,,,,,Philosophie,
BV001376361,ita,{'a': 'DE-Y2'},"Botti, Paolo",,,Vita et attioni maravigliose della beata Villana Botti,Padova,,,,,,,,,
BV001376363,ita,{'a': 'DE-Y2'},"Bottiglia, Luigi",,,Vita della venerabile serva di Dio Maria Clotilde Adelaide Saveria di Francia Regina di Sardegna,Roma,,"Marie-Clothilde <de France, koningin van Sardinië, 1759-1802>",,,,,,,
BV001376946,ita,{'a': 'DE-Y2'},"Branca, Giovanni",,,Manuale D'Architettura di Giovanni Branca,Roma,"XXIV, 271 S., [1] Bl.",,,,,,Geschichte,Architekturtheorie,
BV001377796,ita,{'a': 'DE-Y2'},"Bres, Onorato",,,Malta antica illustrata co' monumenti e coll'istoria,Roma,"XIV, [2], 480 S.",,,,,,,,
BV001377821,fre,{'a': 'DE-Y2'},"Bretez, Louis",,,La perspective pratique de l'architecture,Paris,,,,,,,,,
BV001379275,ita,{'a': 'DE-Y2'},"Bruschelli, Domenico",,,Asisi città serafica e santuarii che la decorano,Orvieto,"VIII, 85 S.",,,,,,Geschichte 1824,Kunst,Assisi
BV001379383,lat,{'a': 'DE-Y2'},"Bucelin, Gabriel",,,Hēmer-Eniauto-Geneachorographias Nucleus Insigni Lectionis Variæ fructu locuples,Ulmæ,"402 ungezählte Seiten, XXVI Blätter, 36 ungezählte Seiten, 1 ungezähltes Blatt Tafel",,,,,,,,
BV001380086,fre,{'a': 'DE-Y2'},"Buchotte, ...",,,Les regles du Dessein et du Lavis ...,Fulda,,,,,,,,,
BV001380744,ita,{'a': 'DE-Y2'},"Montalbani, Ovidio",,,"Minervalia Bonon. Ciuium Anademata, Sev Bibliotheca Bononiensis, Cvi Accessit antiquiorum Pictorum, & Sculptorum Bonon. Breuis Catalogus",Bononiae,264 S.,,,,,,,,
BV001380812,ita,{'a': 'DE-Y2'},"Buonfiglio e Costanzo, Giuseppe",,,"Messina, citta nobilissima",Venetia,"8 Bl., 72 gez. Bl.",,,,,,,,
BV001381107,eng,{'a': 'DE-Y2'},"Burckhardt, Johann Ludwig",,,Travels In Nubia,,"8 ungezählte Seiten, xcii, 543, das heißt 533 Seiten, 3 ungezählte Blätter Tafeln (davon 2 gefaltet)",,,,,,Geschichte 1809,Landeskunde,Nubien
BV001381617,ita,{'a': 'DE-Y2'},"Bussi, Feliciano",,,Istoria della città di Viterbo,Roma,,,,,,,,Quelle,Viterbo
BV001381871,spa,{'a': 'DE-Y2'},"Butron, Juan de",,,"Discursos apologeticos, en que se defiende la ingenuidad del arte de la Pintura",Madrid,,,,,,,,,
BV001382384,ita,{'a': 'DE-Y2'},"Camillo, Giulio",,,Due trattati dell'eccellentissimo M. Iulio Camillo,Venetia,49 Bl.,,,,,,,,
BV001382724,fre,{'a': 'DE-Y2'},"Callejo y Angulo, Pierre del",,,Description de l'Isle de Sicile et de ses cotes maritimes,Amsterdam,,,,,,,,,
BV001382983,ita,{'a': 'DE-Y2'},"Campi, Antonio",,,"Cremona, fedelissima città et nobilissima colonia de' Romani",In Milano,"[9] Bl., 228 S., [12] Bl., 32 S.",,,,,,Geschichte Anfänge-1584,,Cremona
BV001383072,ita,{'a': 'DE-M111'},"Cancellieri, Francesco",,,Sagrestia Vaticana eretta dal regnante Pontefice Pio VI,Roma,"VIII, 162 S.",Pius,,,,,,,
BV001383430,ita,{'a': 'DE-Y2'},"Caputi, Ottavio",,,La Pompa funerale fatta in Napoli nell'essequie di Filippo II,Napoli,"4 Bl., 147 S.",,,,,,,,
BV001383503,ita,{'a': 'DE-Y2'},"Caracciolo, Pasqual",,,La Gloria del Cavallo,Vinegia,,,,,,,,,
BV001383936,ita,{'a': 'DE-188'},,,,Europa oggi,Firenze,250 S.,,,,,,Geschichte 1900-2000,Kunst,Westeuropa
BV001384408,ger,{'a': 'DE-M333'},,,,Die Hochschulbibliothek,Frankfurt am Main,"229 S., [7] Bl.",,,,,,Geschichte,Hochschulbibliothek,Deutschland
BV001384748,ita,{'a': 'DE-Y2'},"Coarelli, Filippo",,,Il Sepolcro degli Scipioni a Roma,Roma,51 S.,Cornelii Scipiones,,,,,,Grab,Rom
BV001384805,ger,{'a': 'DE-M157'},"Schnell, Hugo",,,Wallfahrtskirche Vilgertshofen,München u.a.,15 S.,,,,,,,,Wallfahrtskirche zur Schmerzhaften Maria
BV001384941,eng,{'a': 'DE-Y2'},"Hellemo, Geir",,,Adventus Domini,Leiden [u.a.],"XXIV, 309, [38] S.",,,,,,Geschichte 30-600,Parusie,
BV001385248,ita,{'a': 'DE-Y2'},,,,La chiesa e il convento di San Marco a Milano,Milano,65 S.,,San Marco,,,,,Geschichte,San Marco
BV001385256,eng,{'a': 'DE-Y2'},"Freedman, Luba",,,The classical pastoral in the visual arts,New York u.a.,"XIV, 233, [40] S.",Pan,,,,,Geschichte Anfänge-1800,Hirtendichtung,Arcadie (Grèce) - Dans l'art
BV001385691,ita,{'a': 'DE-Y2'},"Cantalamessa Carboni, Giacinto",,,Memorie intorno i Letterati egli artisti della citta di Ascoli nel'Piceno,Ascoli,"VIII, 304 S.",,,,,,,,
BV001385987,ita,{'a': 'DE-Y2'},"Carletti, Niccolò",,,Storia Della Regione Abbruciata In Campagna Felice,In Napoli,"XLIII, 382 Seiten, 1 ungezähltes gefaltetes Blatt Tafel",,,,,,Geschichte 1787,Kunst,Kampanien
BV001386418,ita,{'a': 'DE-Y2'},"Cappello, Filippo",,,Brevi Notizie dell antico et moderno stato della Chiesa Colleg. di S. Anastasia di Roma,Roma,"8 Bl., 146 S.",,,,,,,,
BV001386543,ita,{'a': 'DE-255'},"Capra, Alessandro",,,La Nvova Architettvra Famigliare,Bologna,"[4] Bl., 366 S., [2] Faltbl.",,,,,,,,
BV001386589,ita,{'a': 'DE-Y2'},Casimiro,,,Memorie istoriche della chiesa e convento di S. Maria in Araceli di Roma,Roma,"XX, 512, 16 S.",,,,,,,,Santa Maria in Aracoeli
BV001387072,fre,{'a': 'DE-29'},"Carstens, Asmus Jakob",,,"Les Argonautes Selon Pindare, Orphée Et Apollonius De Rhodes",Rome,"[1] Bl., 4 S., XXIV Bl.",Pindarus,,,,,,,
BV001387077,ita,{'a': 'DE-Y2'},"Cartari, Carlo",,,La Rosa d'oro Pontificia,Roma,,,,,,,,,
BV001387207,lat,{'a': 'DE-188'},"Castell, Robert",,,The Villas of the Ancients illustrated,London,"35 S., 22 ungez. Bl.","Castell, Robert",,,,,Geschichte 1600-1800,Villa,England
BV001387536,ita,{'a': 'DE-Y2'},"Castiglione, Baldassare",,,Il libro del Cortegiano,Vinegia,,,,,,,,,
BV001388017,ita,{'a': 'DE-Y2'},"Catalani, Michele",,,Origini e antichità fermane,Fermo,,,,,,,,,
BV001388035,und,{'a': 'DE-Y2'},,,,Catalogo di generi che trovansi vendibili da Giacinto Micali ... in Livorno,S.l.,,,,,,,,,
BV001388235,fre,{'a': 'DE-Y2'},,,,Catalogue explicatif des Tableaux de la Galerie royale de Dresde,Dresde,,,,,,,,,
BV001388699,eng,{'a': 'DE-Y2'},"Chambers, William",,,A Treatise on the decorative part of civil Architecture,London,,,,,,,,,
BV001388727,fre,{'a': 'DE-Y2'},"Caus, Salomon de",,,Les raisons des forces mouvantes,Paris,,"Caus, Salomon de",,,,,Geschichte 1615,Maschine,
BV001388870,ita,{'a': 'DE-Y2'},"La Chausse, Michel-Ange de",,,Le Gemme antiche figurate,Roma,,,,,,,,Gems,
BV001389117,ita,{'a': 'DE-Y2'},"Cataneo, Pietro",,,L' Architettura,Venetia,196 S.,,,,,,,,
BV001389149,lat,{'a': 'DE-Y2'},"Cavacci, Giacomo",,,Historiarvm Coenobii D. Ivstinae Patavinae Libri Sex,Venetiis,"[12] Bl., 306 S.",Justina,,,,,,,
BV001389697,lat,{'a': 'DE-Re5'},"Cartari, Vincenzo",,,"Imagines Deorvm, Qvi Ab Antiqvis Colebantvr",Lugdunum,"[4] Bl. 359, [1] S., [29] Bl.",,,,,,,,
BV001390706,eng,{'a': 'DE-Y2'},"Christie, James",,,"Disquisitions Upon The Painted Greek Vases, And Their Probable Connection With The Shows Of The Eleusinian And Other Mysteries",London,"xii Seiten, 1 ungezähltes Blatt, 146 Seiten, XVI Blätter Tafeln (davon 2 gefaltet)",,,,,,,,
BV001391868,ita,{'a': 'DE-Y2'},"Ciappi, Marco Antonio",,,Compendio Delle Heroiche Et Gloriose Attioni Et Santa Vita di Papa Greg. XIII.,Roma,"[4] Bl., 119 S., [4] Bl.",Gregor,,,,,,Popes,
BV001394207,ita,{'a': 'DE-Y2'},"Collurafi, Antonio",,,Il nobile Veneto,Venetia,,,,,,,,,
BV001394458,ita,{'a': 'DE-Y2'},"Concina, Daniele",,,De' Teatri Moderni Contrarj alla professione Cristiana Libri Due,In Roma,"XXVIII, 376 Seiten",,,,,,,,
BV001396605,ita,{'a': 'DE-Y2'},"Contarini, Gasparo",,,"La Republica, e i magistrati di Vinegia",Vinegia,LXXII Bl.,"Contarini, Gasparo",,,,,Geschichte,,Venedig
BV001397529,ita,{'a': 'DE-Y2'},"Coretini, Gaetano",,,Brevi Notizie della città di Viterbo e degli uomini illustri dalla medesima prodotti,Roma,,,,,,,,,
BV001399393,ita,{'a': 'DE-Y2'},"Crescimbeni, Giovanni Mario",,,L' Istoria della Chiesa di S. Giovanni avanti Porta Latina,Roma,"20 Bl., 416 S. m. Abb., 8 Taf.",Johannes,,,,,"Geschichte -1700, ca.",Martyrium,San Giovanni a Porta Latina
BV001401882,lat,{'a': 'DE-Y2'},"Danet, Pierre",,,Dictionarium Antiquitatum Romanarum et Graecarum,Amsterdam,,,,,,,,,
BV001402968,lat,{'a': 'DE-128'},"David, Jan",,,"Occasio Arrepta, Neglecta",Antverpiae,"[8] Bl., 307 S., [13] Bl.",,,,,,,,
BV001403359,ita,{'a': 'DE-Y2'},"Della Valle, Guglielmo",,,Vite Dei Pittori Antichi Greci E Latini,Siena,"XXIV, 320 S., [16] Bl.",,,,,,,Painters,Italien
BV001403728,ita,{'a': 'DE-Y2'},"Bargagli, Girolamo",,,Dialogo de Giuochi che nelle vegghie Sanesi si usano di fare,Venetia,,,,,,,,,
BV001403950,ita,{'a': 'DE-Y2'},"Derossi, Onorato",,,Nuova guida per la città di Torino,Torino,,,,,,,Geschichte 1781,Kunst,Turin
BV001404407,ita,{'a': 'DE-Y2'},,,,Descrizione della Chiesa di S. Giustina di Padova,Padova,,,,,,,,,
BV001404408,und,{'a': 'DE-Y2'},,,,Nuova Descrizione del duomo di Milano con prospetti ...,Milano,,,,,,,,,
BV001405416,ger,{'a': 'DE-Y2'},"Dietterlin, Wendel",,,Architectura,Nürnberg,,,,,,,,,
BV001406994,ita,{'a': 'DE-Y2'},,,,Delle Cose notabili che sono in Venetia,Venetia,,"Sansovino, Francesco",,,,,,Reiseführer,Venedig
BV001406999,ita,{'a': 'DE-Y2'},,,,Le cose maravigliose et notabili della citta di Venetia,Venetia,"8 Bl., 214 S.",,,,,,Geschichte 1624,Kunst,Venedig
BV001407130,lat,{'a': 'DE-Y2'},"Doissin, Louis",,,Sculptura,Paris,,,,,,,,Sculpture,
BV001407142,und,{'a': 'DE-Y2'},"Dolce, Lodovico",,,"Dialogo di M. Lodovico Dolce, nel quale si ragiona delle qualità, diversità, e proprietà de i colori",Venetia,86 Bl.,,,,,,,,
BV001407214,fre,{'a': 'DE-M37'},"Dolomieu, Déodat de",,,"Mémoire Sur Les Iles Ponces, Et Catalogue Raisonné Des Produits De L'Etna; Pour servir à l'Histoire Des Volcans",A Paris,"1 ungezähltes Blatt, vi Seiten, 143 Seiten, 3 ungezählte Seiten, Seiten 145-525, 2 ungezählte Seiten, 1 ungezähltes gefaltetes Blatt, 4 ungezählte gefaltete Blätter Tafeln",,,,,,Geschichte 1787,Eruption,Ätna
BV001407299,ita,{'a': 'DE-Y2'},"Dorio, Durante",,,Istoria della famiglia Trinci,Foligno,,,,,,,,,
BV001407642,fre,{'a': 'DE-Y2'},"Doubdan, Jean",,,Le voyage de la terre-sainte,Paris,,,,,,,,,
BV001407793,ita,{'a': 'DE-Y2'},"Doni, Antonio Francesco",,,Lettere,Vinegia,,,,,,,,,
BV001407879,ita,{'a': 'DE-Y2'},"Dragoni, Antonio",,,Sulla storia ecclesiastica Cremonese nei primi tre secoli del Cristianesimo,Cremona,"XXVII, 361 S.",,,,,,,,
